Well ,mTVDSS,WELL,mTVDSS,ANGLE_FAIL.DEG                  :  Fail Angle,BRIT_IND.                     :  Brittleness Index,CS   .M/MIN                 :  Compressive Strength,DTCO .US/F                 :  Compressional slowness,DTSM .US/F                 :  Fast Shear Slowness,IP   .RAYL/M2                 :  P Impedence,IS   .RAYL/M2                 :  S Impedance,KBULK.                     :  Bulk Mudulus,LAMRHO.                     :  ,MU   .CP                   :  Mu,PR   .                     :  Poisson's ratio,PRESS_OB.PSI                  :  Over-burden Pressure,PRESS_SHMAX.PSI                  :  Horizontal Stress (Max),PRESS_SHMIN.PSI                  :  Horizontal Stress (Min),PR_STAT.                     :  Poisson's ratio (Static),PZS  .PSI                  :  Processed Zone Stress,STRESS_CUM.PSI                  :  Cumulative stress (SHPZ),UCS_BF.PSI                  :  Uniaxial Compressive Strength (BF),VP   .FT/S                 :  Compressional velocity,VPVS .                     :  Vp / Vs ratio,VS   .FT/S                 :  Shear velocity,YM   .                     :  Youngs' Modulus,YM_STAT.                     :  Youngs' Modulus (Static),PRESS_PP.PSI                  :  Pore Pressure,Well Block Pressure (psi),Depletion_Type
98,,Raag-98,2816.853635,41.7,72.365,1292.258,61.2743,107.2935,13205.274,7541.402,22.84,60.634,21.424,0.258,9731.814,9895.827,6451.55,0.232,2102.802,10308.705,3509.809,16320.065,1.751,9320.228,7.818,5.335,5121.909,5107.663574,
98,,Raag-98,2825.977843,42.168,65.119,1313.626,59.9458,110.1543,13387.28,7285.335,27.751,73.067,20.159,0.29,9766.193,9919.332,6703.425,0.261,2447.257,11501.364,3360.85,16681.742,1.838,9078.176,7.541,5.085,5127.59,5111.750488,
98,,Raag-98,2832.584001,41.972,73.281,1304.656,60.4987,106.0384,13297.569,7586.743,23.38,61.708,21.808,0.259,9791.417,9956.912,6481.519,0.233,2762.414,11687.865,3588.658,16529.271,1.753,9430.546,7.962,5.467,5131.711,5114.741211,
98,,Raag-98,2836.66318,44.663,68.828,1433.416,53.1701,104.8443,15736.648,7980.583,43.809,120.263,23.201,0.327,9806.899,9945.691,7031.076,0.294,2230.305,11722.764,4135.469,18807.574,1.972,9537.953,8.93,6.384,5134.222,5116.588867,
98,,Raag-98,2840.716168,44.13,71.001,1406.987,54.5728,105.5578,15804.613,8170.895,41.085,116.259,23.594,0.318,9822.387,9965.523,6959.655,0.286,2280.407,11680.125,4186.621,18324.154,1.934,9473.482,9.018,6.47,5136.72,5118.425781,
98,,Raag-98,2844.742368,41.679,56.549,1291.309,61.3342,116.7857,13072.4,6865.443,29.127,76.619,17.918,0.31,9837.877,9984.924,6896.935,0.279,2217.523,11428.916,2978.419,16304.109,1.904,8562.692,6.807,4.443,5139.203,5120.251465,
98,,Raag-98,2848.742375,42.472,68.172,1327.733,59.0898,109.0622,14146.976,7664.814,30.131,82.638,21.421,0.292,9853.371,10007.811,6764.559,0.263,2543.439,11815.996,3625.646,16923.406,1.846,9169.079,8.03,5.529,5141.672,5122.066895,
98,,Raag-98,2852.717082,41.667,60.67,1290.742,61.37,114.3887,13213.474,7089.085,27.847,74.086,18.89,0.298,9868.295,10020.909,6816.001,0.268,2090.875,11013.752,3135.024,16294.599,1.864,8742.122,7.112,4.706,5144.037,4930.908203,
98,,Raag-98,2856.667383,45.068,88.692,1453.835,52.1195,95.6128,16654.223,9078.379,39.514,112.529,28.941,0.289,9883.799,10040.325,6753.265,0.26,3079.296,12865.122,5296.466,19186.684,1.835,10458.849,10.818,8.333,5146.48,4937.272949,
98,,Raag-98,2860.59298,44.459,77.769,1423.263,53.7031,101.0953,15910.32,8451.765,39.338,110.274,25.482,0.303,9898.731,10049.728,6878.808,0.273,2695.191,12347.999,4554.237,18620.894,1.883,9891.657,9.635,7.087,5148.818,4938.976563,
98,,Raag-98,2864.495063,39.563,46.391,1198.28,67.6053,132.1563,12575.313,6432.969,27.023,75.372,14.837,0.323,9913.669,10057.089,7045.271,0.291,3079.248,13449.037,2434.499,14791.748,1.955,7566.798,5.693,3.53,5151.145,4940.67041,
98,,Raag-98,2867.380402,41.956,64.769,1303.888,60.5464,112.4698,13930.566,7499.307,29.482,81.582,20.324,0.296,9924.587,10079.476,6826.818,0.266,3044.996,12943.627,3413.891,16516.26,1.858,8891.275,7.64,5.174,5152.836,4941.92334,
98,,Raag-98,2869.35079,43.414,71.249,1372.239,56.494,106.8723,15378.667,8129.346,36.602,104.331,23.185,0.306,9932.059,10082.882,6915.586,0.275,2927.122,12885.418,4050.919,17701.004,1.892,9356.962,8.784,6.243,5153.99,4942.778809,
98,,Raag-98,2872.048912,44.323,84.375,1416.499,54.0622,99.0346,16241.965,8866.365,36.995,106.576,27.288,0.288,9942.406,10100.939,6771.766,0.259,2877.612,12498.755,4898.626,18497.199,1.832,10097.48,10.193,7.665,5155.582,4943.95166,
98,,Raag-98,2875.382797,44.89,82.936,1444.832,52.5792,98.6517,16590.92,8842.603,41.536,118.875,27.321,0.302,9955.056,10108.257,6891.014,0.271,2895.802,12773.632,4975.265,19018.92,1.876,10136.675,10.315,7.794,5157.52,5018.095703,
98,,Raag-98,2878.71192,40.979,60.133,1259.843,63.3655,116.767,12970.672,7038.746,25.645,69.15,18.373,0.291,9967.706,10125.716,6807.501,0.262,2908.242,12631.485,3016.899,15781.457,1.843,8564.064,6.882,4.508,5159.448,5024.059082,
98,,Raag-98,2882.035983,38.8,46.241,1166.133,69.9686,131.9602,11316.815,6000.458,21.579,56.059,13.86,0.304,9980.935,10133.952,6920.586,0.274,2968.354,12977.881,2227.672,14292.125,1.886,7578.042,5.244,3.183,5161.454,5024.15332,
98,,Raag-98,2885.354986,42.12,59.143,1311.435,60.0802,116.9756,14495.899,7445.29,34.741,99.266,19.4,0.321,9993.591,10139.77,7070.026,0.289,2743.77,12827.592,3303.353,16644.404,1.947,8548.791,7.433,4.988,5163.363,5026.896484,
98,,Raag-98,2888.668333,43.462,73.661,1374.508,56.3658,105.6658,15506.867,8271.897,36.132,103.614,23.861,0.301,10006.25,10161.11,6909.035,0.271,2785.229,12588.528,4179.68,17741.26,1.875,9463.8,9.006,6.459,5165.263,5028.36377,
98,,Raag-98,2891.976919,42.888,73.359,1347.196,57.9353,106.6271,14991.061,8145.325,32.301,92.039,23.284,0.291,10018.911,10178.519,6826.748,0.261,2852.824,12559.145,4012.047,17260.619,1.84,9378.478,8.716,6.177,5167.154,5029.82959,
98,,Raag-98,2895.28104,40.891,53.088,1255.954,63.6227,122.9779,13270.205,6865.355,29.543,81.832,17.016,0.317,10031.572,10180.343,7056.165,0.286,2923.864,13160.059,2825.249,15717.65,1.933,8131.542,6.502,4.186,5169.036,5031.293945,
98,,Raag-98,2898.579803,41.543,56.04,1285.128,61.7263,118.007,13198.235,6903.646,29.509,78.873,17.831,0.312,10044.236,10195.756,7013.859,0.281,3017.27,13262.259,2967.217,16200.542,1.912,8474.073,6.785,4.424,5170.908,5032.756348,
98,,Raag-98,2901.873804,42.596,75.041,1333.516,58.7435,106.4064,14849.364,8197.853,30.083,86.094,23.483,0.281,10056.902,10221.529,6764.364,0.253,3079.296,12887.319,4016.641,17023.152,1.811,9397.931,8.725,6.185,5172.771,5034.216797,
98,,Raag-98,2905.162447,43.773,76.844,1389.566,55.5248,103.2125,15633.975,8410.546,36.147,102.947,24.837,0.296,10069.571,10228.123,6898.555,0.267,2664.298,12325.706,4377.016,18009.967,1.859,9688.749,9.34,6.79,5174.624,5035.675781,
98,,Raag-98,2908.446923,43.858,81.068,1393.672,55.2984,100.997,15717.825,8605.906,34.692,98.927,25.972,0.286,10082.243,10245.438,6818.347,0.257,2399.534,11635.763,4586.669,18083.703,1.826,9901.284,9.688,7.142,5176.469,5037.133301,
98,,Raag-98,2911.725447,38.079,41.575,1136.369,72.2545,138.1205,10833.166,5667.114,20.687,53.125,12.506,0.312,10094.338,10247.302,7035.077,0.28,2554.027,12378.209,2011.376,13839.975,1.912,7240.055,4.758,2.82,5178.22,5135.608398,
98,,Raag-98,2914.999506,41.753,60.731,1294.658,61.1231,114.6715,13470.31,7180.05,29.002,78.343,19.085,0.302,10107.013,10264.517,6956.918,0.271,2302.304,11718.446,3183.75,16360.427,1.876,8720.563,7.205,4.787,5180.047,5137.101074,
98,,Raag-98,2918.269398,42.659,79.036,1336.462,58.5682,104.7231,15127.068,8460.074,29.477,85.683,24.623,0.272,10119.689,10289.447,6724.525,0.245,2508.468,11665.986,4228.178,17074.113,1.788,9548.992,9.088,6.54,5181.863,5138.591309,
98,,Raag-98,2921.53423,43.916,79.783,1396.515,55.1424,102.0201,15987.33,8641.229,36.736,106.253,25.817,0.294,10132.367,10293.759,6904.544,0.264,2885.567,12780.223,4586.617,18134.877,1.85,9801.99,9.688,7.141,5183.671,5155.351074,
98,,Raag-98,2924.794002,44.138,77.132,1407.363,54.5525,103.3145,16294.858,8604.066,40.276,117.463,25.384,0.307,10144.473,10300.607,7021.78,0.276,2787.893,12819.345,4546.331,18330.975,1.894,9679.184,9.622,7.074,5185.389,5156.845703,
98,,Raag-98,2928.04931,44.242,87.956,1412.52,54.275,97.5194,16175.432,9002.528,34.563,99.553,28.138,0.276,10157.157,10326.63,6767.708,0.248,3056.499,12848.413,5036.165,18424.69,1.797,10254.366,10.412,7.896,5187.178,5102.463379,
98,,Raag-98,2931.299855,39.038,48.161,1176.066,69.2269,128.8408,11167.236,6000.222,20.779,52.702,14.195,0.297,10169.845,10331.08,6945.134,0.267,1955.975,11002.218,2271.498,14445.248,1.861,7761.517,5.341,3.257,5188.959,5104.604981,
98,,Raag-98,2934.545341,41.036,51.888,1262.4,63.1971,121.6022,12639.695,6568.898,28.031,73.461,16.465,0.315,10181.958,10335.642,7108.268,0.283,2802.524,13021.583,2716.083,15823.505,1.924,8223.535,6.28,4.003,5190.65,5104.053223,
98,,Raag-98,2937.786659,42.414,74.223,1325.034,59.2523,105.7636,14087.96,7892.541,26.979,73.886,22.745,0.271,10194.647,10367.095,6745.712,0.244,3057.994,12807.412,3825.084,16876.992,1.785,9455.048,8.388,5.864,5192.413,5105.516602,
98,,Raag-98,2941.02381,42.675,68.998,1337.214,58.5236,108.2776,14323.947,7742.029,31.014,85.297,21.794,0.294,10207.341,10370.901,6936.147,0.264,2671.237,12414.768,3707.832,17087.137,1.85,9235.521,8.178,5.667,5194.166,5125.287598,
98,,Raag-98,2944.255902,35.251,37.733,1025.079,81.7163,149.6636,8814.091,4812.49,13.274,31.368,9.801,0.288,10219.46,10386.149,6885.678,0.259,752.694,8476.743,1553.612,12237.467,1.831,6681.651,3.661,2.052,5195.831,5127.318359,
98,,Raag-98,2947.483231,39.01,46.592,1174.918,69.3121,131.3245,11522.992,6081.749,22.441,58.804,14.116,0.307,10232.158,10390.796,7059.403,0.276,2761.036,12840.879,2276.346,14427.498,1.895,7614.726,5.351,3.265,5197.567,5128.491211,
98,,Raag-98,2950.706393,38.102,49.875,1137.317,72.1802,131.5468,11166.391,6127.035,18.76,49.607,14.197,0.285,10244.283,10412.862,6872.705,0.256,3003.46,12952.33,2248.448,13854.225,1.823,7601.857,5.29,3.218,5199.214,5129.957031,
98,,Raag-98,2953.925091,36.75,42.137,1083.053,76.5989,143.1561,10601.179,5672.403,18.029,48.033,12.077,0.299,10256.989,10419.636,7004.063,0.269,3063.737,13335.6,1922.322,13055.012,1.869,6985.381,4.552,2.671,5200.932,5125.47168,
98,,Raag-98,2957.139324,37.115,45.531,1097.504,75.3886,139.7961,11147.508,6011.574,18.856,51.989,13.107,0.295,10269.122,10434.018,6971.218,0.265,3079.199,13300.834,2084.017,13264.612,1.854,7153.275,4.923,2.942,5202.564,5126.932617,
98,,Raag-98,2960.34939,37.99,53.711,1132.77,72.5375,129.7554,11446.619,6399.03,18.035,49.13,15.031,0.273,10281.258,10455.825,6789.92,0.245,2915.198,12610.236,2367.532,13785.98,1.789,7706.808,5.549,3.418,5204.187,5128.39209,
98,,Raag-98,2963.554694,40.801,54.024,1251.976,63.8873,122.3487,13170.074,6877.068,28.568,78.863,17.132,0.313,10293.976,10451.681,7139.874,0.281,3047.568,13574.883,2835.797,15652.565,1.915,8173.36,6.523,4.204,5205.878,5129.849121,
98,,Raag-98,2966.755533,40.453,57.661,1236.667,64.9191,120.4372,12931.453,6970.425,25.433,70.049,17.641,0.295,10306.118,10471.835,6991.8,0.266,2759.77,12703.14,2888.172,15403.783,1.855,8303.082,6.628,4.292,5207.484,5131.305664,
98,,Raag-98,2969.95161,39.504,59.291,1195.763,67.7865,121.566,12324.598,6872.329,20.956,57.438,17.231,0.274,10318.265,10493.183,6819.912,0.247,3076.169,12992.162,2759.859,14752.195,1.793,8225.984,6.37,4.076,5209.083,5132.760742,
98,,Raag-98,2973.144115,41.934,61.468,1302.888,60.6085,113.721,13553.994,7223.712,29.44,79.347,19.361,0.302,10330.993,10494.543,7059.999,0.271,2859.216,13038.432,3238.631,16499.324,1.876,8793.45,7.31,4.88,5210.748,5134.214844,
98,,Raag-98,2976.332453,41.361,56.627,1276.918,62.2523,118.2867,13195.269,6944.449,28.818,77.664,17.894,0.308,10343.145,10503.998,7126.074,0.278,2764.415,12980.978,2970.929,16063.66,1.9,8454.036,6.792,4.43,5212.329,5029.604492,
98,,Raag-98,2979.516029,37.444,44.663,1110.655,74.3085,138.8097,11060.923,5921.205,19.366,52.223,13.002,0.299,10355.297,10520.745,7046.337,0.269,2612.021,12516.716,2073.533,13457.411,1.868,7204.107,4.9,2.925,5213.901,5028.474121,
98,,Raag-98,2982.69514,38.658,45.49,1160.225,70.4147,134.289,11666.767,6117.494,22.731,61.266,13.885,0.31,10367.452,10528.164,7153.213,0.279,2707.069,12920.563,2242.876,14201.575,1.907,7446.627,5.278,3.209,5215.465,5029.882813,
98,,Raag-98,2985.87068,36.241,39.057,1063.114,78.3109,147.1918,10077.588,5361.61,17.018,44.064,11.103,0.303,10379.61,10544.232,7087.178,0.272,2994.226,13362.808,1771.272,12769.612,1.88,6793.857,4.195,2.417,5217.021,5063.810059,
98,,Raag-98,2989.041755,37.348,50.84,1106.809,74.6223,133.0395,10759.537,6035.058,16.295,42.924,13.827,0.27,10392.351,10571.136,6816.642,0.243,2626.763,12086.81,2160.611,13400.824,1.783,7516.565,5.096,3.071,5218.642,5065.226074,
98,,Raag-98,2992.209258,39.739,66.354,1205.774,67.0695,116.7682,12614.595,7245.591,19.501,54.131,18.913,0.254,10404.512,10590.361,6687.516,0.228,3079.296,12733.624,3015.167,14909.905,1.741,8563.975,6.879,4.505,5220.18,4980.569336,
98,,Raag-98,2997.323933,39.568,67.885,1198.494,67.5899,114.8696,11903.142,7003.871,16.509,43.576,18.584,0.235,10424.207,10617.988,6548.571,0.212,2875.752,12048.647,2903.776,14795.117,1.7,8705.523,6.659,4.318,5222.653,4982.811523,
98,,Raag-98,3004.381316,39.15,55.641,1180.802,68.877,123.3966,11470.422,6402.508,19.13,49.586,15.815,0.274,10451.442,10630.586,6868.566,0.246,2637.177,12211.487,2505.334,14518.645,1.792,8103.951,5.843,3.649,5226.035,4985.90625,
98,,Raag-98,3011.422329,41.232,58.972,1271.144,62.6258,115.7264,12642.232,6841.396,25.492,66.217,18.019,0.293,10478.691,10650.242,7047.679,0.264,2170.382,11636.12,2953.753,15967.854,1.848,8641.07,6.758,4.402,5229.376,4988.996582,
98,,Raag-98,3018.446376,40.142,62.782,1223.133,65.8498,115.991,12036.374,6833.227,19.8,51.488,17.956,0.262,10505.374,10690.917,6794.502,0.236,2168.018,11125.04,2861.453,15186.077,1.761,8621.358,6.574,4.247,5232.605,4992.081543,
98,,Raag-98,3025.45316,38.503,53.941,1153.8,70.9041,127.1481,11372.292,6341.756,18.482,48.893,15.203,0.274,10532.647,10713.946,6906.657,0.247,2870.797,12754.909,2400.23,14103.554,1.793,7864.844,5.62,3.473,5235.862,4995.161133,
98,,Raag-98,3029.135881,39.351,53.771,1189.278,68.2564,122.4088,10904.616,6080.523,18.413,44.965,15.141,0.274,10547.159,10728.871,6912.924,0.247,1580.45,10186.75,2389.666,14650.648,1.793,8169.347,5.597,3.455,5237.578,4996.780273,
98,,Raag-98,3032.628409,40.099,53.33,1221.306,65.9768,122.0643,11815.804,6386.542,22.692,58.037,15.947,0.294,10560.513,10734.111,7088.545,0.264,2301.075,11979.24,2572.627,15156.848,1.85,8192.403,5.984,3.762,5239.146,4998.316895,
98,,Raag-98,3039.420593,38.315,41.041,1146.063,71.4993,138.9412,11282.823,5806.155,22.624,59.879,12.737,0.32,10586.65,10748.75,7344.668,0.288,2604.866,13099.067,2063.346,13986.148,1.943,7197.29,4.877,2.907,5242.185,4382.095703,
98,,Raag-98,3046.380052,38.238,53.109,1142.893,71.7451,127.4602,10820.856,6090.873,16.84,42.894,14.565,0.268,10613.962,10800.383,6885.545,0.241,2824.132,12619.354,2279.303,13938.227,1.777,7845.586,5.358,3.27,5245.318,4428.802734,
98,,Raag-98,3053.323736,40.652,54.987,1245.406,64.3274,120.4146,12493.555,6674.26,25.409,66.997,16.894,0.3,10640.706,10813.481,7185.202,0.27,3035.707,13641.819,2761.175,15545.465,1.872,8304.642,6.372,4.078,5248.345,4431.361328,
98,,Raag-98,3060.251049,43.389,70.811,1371.03,56.5625,104.0469,14013.831,7618.264,30.882,80.312,22.317,0.29,10667.461,10845.513,7106.422,0.261,3070.118,13553.08,3805.322,17679.57,1.839,9611.051,8.353,5.83,5251.331,4433.916016,
98,,Raag-98,3067.600121,42.993,64.812,1352.165,57.6454,108.4933,13853.292,7360.63,31.892,83.556,20.679,0.303,10695.974,10868.801,7239.441,0.273,3064.172,13807.227,3509.846,17347.428,1.882,9217.159,7.818,5.335,5254.467,4436.62793,
98,,Raag-98,3075.373035,44.034,82.269,1402.287,54.8274,99.9549,15768.955,8649.615,34.912,99.028,26.376,0.285,10726.246,10908.379,7083.604,0.256,2997.736,13362.681,4673.54,18239.047,1.823,10004.515,9.83,7.287,5257.746,4439.498535,
98,,Raag-98,3083.133745,38.627,53.095,1158.918,70.5139,126.0884,10936.922,6116.383,17.704,44.796,14.785,0.272,10756.534,10945.372,6979.774,0.245,2547.041,12253.631,2325.035,14181.602,1.788,7930.943,5.457,3.346,5260.973,4442.366211,
98,,Raag-98,3090.882252,41.662,68.26,1290.517,61.3842,110.4996,13536.647,7519.815,25.73,70.145,20.742,0.277,10786.257,10973.917,7033.063,0.249,2698.091,12662.308,3436.662,16290.829,1.8,9049.806,7.683,5.212,5264.089,4445.231934,
98,,Raag-98,3098.619151,39.634,63.157,1201.295,67.389,116.5491,11530.009,6666.685,17.281,44.052,17.435,0.249,10816.583,11017.444,6799.363,0.224,2037.196,10873.119,2733.527,14839.208,1.73,8580.075,6.316,4.032,5267.216,4448.095215,
98,,Raag-98,3106.344144,43.135,78.023,1358.922,57.2544,101.3826,14104.645,7965.395,27.193,72.046,23.947,0.266,10846.348,11040.659,6960.121,0.239,2628.45,12377.143,4056.326,17465.918,1.771,9863.626,8.793,6.252,5270.233,5117.530273,
98,,Raag-98,3114.057827,40.296,58.888,1229.839,65.3865,115.8994,11246.785,6345.054,19.054,45.971,16.687,0.267,10876.132,11071.213,6974.523,0.24,1633.64,10416.327,2643.099,15293.677,1.772,8628.173,6.131,3.88,5273.202,5122.373535,
98,,Raag-98,3121.759902,37.844,49.078,1126.809,73.0094,132.7876,10959.914,6025.986,18.091,47.495,13.832,0.283,10906.519,11094.928,7138.332,0.255,3058.501,13593.665,2184.695,13696.875,1.819,7530.824,5.149,3.111,5276.179,5125.871582,
98,,Raag-98,3129.45156,42.954,76.412,1350.322,57.7527,103.8062,14557.246,8098.945,29.267,80.728,23.78,0.276,10936.338,11128.899,7085.097,0.248,2837.597,13045.388,4060.729,17315.197,1.797,9633.337,8.801,6.259,5279.048,5129.368652,
98,,Raag-98,3137.1328,44.679,77.033,1434.229,53.1277,98.7531,14999.758,8069.645,36.242,94.754,24.907,0.296,10966.171,11149.909,7291.398,0.267,2935.887,13654.571,4392.501,18822.572,1.859,10126.262,9.366,6.816,5281.869,5132.864258,
98,,Raag-98,3143.966951,45.719,87.949,1487.238,50.4607,95.2485,17288.139,9158.897,45.809,131.109,29.309,0.305,10993.093,11173.265,7389.654,0.274,3067.095,14113.498,5476.783,19817.414,1.888,10498.854,11.094,8.635,5284.37,5135.977539,
98,,Raag-98,3149.956098,45.15,69.029,1457.99,51.9092,102.6346,15531.071,7855.101,44.54,117.809,23.328,0.328,11016.51,11185.554,7635.625,0.295,2909.03,14289.31,4168.875,19264.416,1.977,9743.303,8.987,6.441,5286.513,5138.708008,
98,,Raag-98,3155.937804,41.026,62.895,1261.934,63.2277,112.1542,11903.774,6710.839,20.908,51.629,18.238,0.267,11039.346,11239.238,7041.498,0.24,2191.596,11666.189,2926.084,15815.843,1.774,8916.296,6.703,4.355,5288.572,5263.858398,
98,,Raag-98,3161.911473,40.471,59.906,1237.454,64.8656,117.3816,12369.697,6835.549,22.625,59.56,17.75,0.28,11062.772,11257.28,7172.606,0.252,2586.277,12717.766,2869.902,15416.494,1.81,8519.223,6.591,4.261,5290.653,5266.686035,
98,,Raag-98,3167.877702,43.864,71.427,1394.001,55.2803,103.2349,14508.179,7768.857,34.119,89.777,22.938,0.299,11086.204,11272.157,7367.139,0.269,2749.413,13433.103,3969.888,18089.611,1.867,9686.647,8.643,6.107,5292.704,5268.553711,
98,,Raag-98,3173.836191,39.508,58.162,1195.951,67.7729,122.5694,12416.607,6865.581,21.696,59.9,17.073,0.28,11109.642,11305.766,7187.159,0.252,2922.422,13419.162,2744.374,14755.149,1.808,8158.643,6.338,4.05,5294.724,5271.783203,
98,,Raag-98,3179.787538,43.075,68.823,1356.078,57.4185,106.082,13947.218,7549.145,30.656,80.546,21.691,0.293,11132.507,11322.903,7324.579,0.264,3016.674,13882.506,3683.448,17415.986,1.847,9426.67,8.134,5.626,5296.666,5274.646484,
98,,Raag-98,3185.731741,45.871,90.573,1495.177,50.077,94.5438,17734.785,9393.585,47.377,138.044,30.284,0.305,11155.97,11340.685,7461.652,0.275,2789.282,13701.867,5722.524,19969.246,1.888,10577.112,11.464,9.047,5298.627,5277.46875,
98,,Raag-98,3191.6688,40.23,60.518,1226.977,65.5837,117.7126,12284.357,6844.241,21.647,57.218,17.722,0.275,11178.86,11379.42,7167.675,0.247,2830.201,13195.752,2851.288,15247.693,1.795,8495.268,6.554,4.23,5300.51,5281.473633,
98,,Raag-98,3197.598716,39.575,57.983,1198.793,67.5684,119.28,11191.068,6339.395,18.084,44.864,16.199,0.264,11202.353,11408.939,7070.63,0.237,2430.216,12201.691,2550.635,14799.808,1.765,8383.636,5.938,3.725,5302.413,5284.293945,
98,,Raag-98,3203.521489,43.246,81.952,1364.2,56.9514,99.2961,14179.581,8132.713,25.96,68.778,24.964,0.255,11225.265,11436.486,7000.833,0.229,2746.8,12695.268,4227.467,17558.846,1.744,10070.894,9.087,6.539,5304.237,5287.112793,
98,,Raag-98,3209.437714,40.935,71.978,1257.926,63.4921,108.0994,12230.234,7183.423,18.203,46.376,20.255,0.237,11248.77,11469.049,6843.193,0.213,2483.34,11853.067,3215.317,15749.981,1.703,9250.744,7.266,4.84,5306.08,5289.931641,
98,,Raag-98,3215.346795,45.633,82.51,1482.81,50.6764,97.3119,16959.338,8831.796,46.678,131.618,27.663,0.314,11271.693,11455.106,7603.432,0.283,3079.296,14565.455,5120.041,19733.045,1.92,10276.24,10.543,8.037,5307.846,5292.744629,
98,,Raag-98,3221.24903,40.589,62.432,1242.648,64.5134,116.0488,12681.82,7050.028,22.883,61.423,18.517,0.276,11294.62,11498.049,7226.038,0.249,3028.068,13708.212,3003.383,15500.658,1.799,8617.065,6.856,4.485,5309.583,5295.555176,
98,,Raag-98,3227.144717,42.464,74.108,1327.355,59.1124,101.9878,12458.281,7220.859,21.078,50.927,21.58,0.247,11318.139,11536.055,6959.832,0.222,2381.812,11883.288,3503.624,16916.91,1.725,9805.095,7.806,5.324,5311.334,5298.379395,
98,,Raag-98,3233.034452,44.788,71.855,1439.657,52.846,104.8357,16662.039,8399.061,47.263,136.535,24.419,0.33,11341.081,11517.914,7804.42,0.297,2631.293,14071.425,4424.089,18922.924,1.984,9538.735,9.419,6.869,5313.013,5301.194824,
98,,Raag-98,3238.917638,38.681,43.37,1161.195,70.3412,131.0657,9972.304,5352,18.319,42.159,12.446,0.298,11364.037,11558.976,7465.276,0.268,479.05,9088.653,1979.677,14216.422,1.863,7629.761,4.685,2.767,5314.663,5304.009766,
98,,Raag-98,3241.916974,38.261,54.25,1143.822,71.673,125.7876,10544.698,6008.302,15.725,38.991,14.559,0.26,11375.815,11589.921,7093.69,0.234,774.008,8935.396,2261.869,13952.261,1.755,7949.909,5.32,3.24,5315.498,5305.445313,
98,,Raag-98,3244.747249,44.274,81.72,1414.083,54.1913,96.3309,14310.18,8050.246,29.544,75.168,25.472,0.269,11387.008,11596.99,7187.352,0.242,2288.083,12150.869,4396.537,18453.143,1.778,10380.885,9.373,6.822,5316.285,5306.800781,
98,,Raag-98,3249.557735,40.448,64.56,1236.451,64.9339,110.8297,10836.581,6349.032,15.945,36.811,17.461,0.239,11405.864,11630.615,6910.852,0.215,1141.135,9303.976,2712.77,15400.28,1.707,9022.853,6.274,3.997,5317.595,5309.105469,
98,,Raag-98,3253.627092,42.364,65.553,1322.697,59.3935,110.8559,14079.721,7543.516,30.773,84.429,20.741,0.299,11421.783,11617.747,7502.511,0.269,2416.423,13037.869,3507.46,16836.873,1.867,9020.72,7.814,5.331,5318.684,5311.056641,
98,,Raag-98,3257.677698,40.159,57.239,1223.874,65.7984,120.6776,12455.835,6791.432,23.393,62.901,17.153,0.288,11437.712,11639.519,7401.58,0.26,1798.653,11600.465,2780.308,15197.944,1.834,8286.542,6.411,4.111,5319.761,5313,
98,,Raag-98,3261.710148,38.528,69.051,1154.82,70.8261,118.5618,11984.341,7159.169,14.765,41.117,18.405,0.223,11453.666,11687.225,6782.494,0.2,2673.25,12111.487,2837.797,14119.091,1.674,8434.42,6.527,4.207,5320.825,5314.935547,
98,,Raag-98,3265.723847,38.716,54.318,1162.636,70.2322,127.5454,11973.238,6592.998,20.451,56.423,15.755,0.282,11469.053,11674.925,7351.616,0.254,1835.427,11574.087,2513.83,14238.488,1.816,7840.346,5.861,3.663,5321.837,5316.863281,
98,,Raag-98,3269.720283,44.937,86.499,1447.172,52.4592,98.0135,17151.906,9180.119,42.56,125.639,28.548,0.299,11485.054,11682.382,7538.481,0.269,2880.116,14037.194,5258.602,19062.426,1.868,10202.675,10.759,8.269,5322.877,5318.783203,
98,,Raag-98,3273.699157,44.33,71.11,1416.829,54.0447,106.4294,16506.51,8381.976,45.083,131.95,24.005,0.326,11500.482,11683.563,7838.867,0.294,2740.743,14359.22,4314.718,18503.217,1.969,9395.9,9.235,6.685,5323.865,5320.695801,
98,,Raag-98,3277.660471,46.434,83.332,1524.874,48.6764,97.6718,18507.639,9223.596,58.323,172.383,28.784,0.335,11515.931,11694.402,7946.507,0.301,3066.273,15225.561,5510.064,20543.836,2.007,10238.369,11.145,8.691,5324.842,5322.601563,
98,,Raag-98,3281.604819,42.362,77.02,1322.603,59.3991,104.604,14138.003,8028.23,25.762,70.978,23.393,0.262,11531.995,11749.82,7175.493,0.236,2881.45,13313.884,3924.78,16835.266,1.761,9559.864,8.564,6.031,5325.844,5324.5,
98,,Raag-98,3285.531904,43.615,72.336,1381.891,55.9513,105.6701,15417.836,8163.596,36.895,104.421,23.547,0.305,11547.479,11743.59,7625.259,0.275,3079.102,14608.723,4126.935,17872.684,1.889,9463.415,8.915,6.37,5326.796,5326.391113,
