Well ,mTVDSS,WELL,mTVDSS,ANGLE_FAIL.DEG                  :  Fail Angle,BRIT_IND.                     :  Brittleness Index,CS   .M/MIN                 :  Compressive Strength,DTCO .US/F                 :  Compressional slowness,DTSM .US/F                 :  Fast Shear Slowness,IP   .RAYL/M2                 :  P Impedence,IS   .RAYL/M2                 :  S Impedance,KBULK.                     :  Bulk Mudulus,LAMRHO.                     :  ,MU   .CP                   :  Mu,PR   .                     :  Poisson's ratio,PRESS_OB.PSI                  :  Over-burden Pressure,PRESS_SHMAX.PSI                  :  Horizontal Stress (Max),PRESS_SHMIN.PSI                  :  Horizontal Stress (Min),PR_STAT.                     :  Poisson's ratio (Static),PZS  .PSI                  :  Processed Zone Stress,STRESS_CUM.PSI                  :  Cumulative stress (SHPZ),UCS_BF.PSI                  :  Uniaxial Compressive Strength (BF),VP   .FT/S                 :  Compressional velocity,VPVS .                     :  Vp / Vs ratio,VS   .FT/S                 :  Shear velocity,YM   .                     :  Youngs' Modulus,YM_STAT.                     :  Youngs' Modulus (Static),PRESS_PP.PSI                  :  Pore Pressure,Well Block Pressure (psi),Depletion_Type
101,,Raag-101,2719.421778,34.012,26.728,978.741,86.127,171.858,9206.113,4613.677,16.215,42.181,8.183,0.332,9361.081,9487.263,6837.445,0.299,2996.577,12868.044,1359.581,11610.721,1.995,5818.754,3.162,1.726,5056.071,1742.509399,
101,,Raag-101,2720.487335,33.281,27.483,952.022,88.81,174.191,8996.177,4586.619,14.824,38.857,8.026,0.324,9365.123,9494.572,6776.141,0.292,2853.403,12459.088,1329.586,11260.019,1.961,5740.818,3.083,1.676,5056.834,1800.961426,
101,,Raag-101,2721.38532,36.358,40.199,1067.685,77.914,145.587,10131.713,5422.217,16.931,43.851,11.352,0.299,9368.589,9507.69,6586.574,0.269,2551.588,11476.325,1806.145,12834.647,1.869,6868.754,4.279,2.476,5057.488,1801.087769,
101,,Raag-101,2722.13002,39.286,34.829,1186.52,68.457,142.508,11705.055,5622.822,28.063,73.776,12.026,0.35,9371.478,9490.498,6991.073,0.315,2476.742,12135.63,1990.205,14607.603,2.082,7017.135,4.71,2.785,5058.032,1801.192383,
101,,Raag-101,2722.73066,31.777,21.897,898.454,94.516,189.634,8198.113,4086.057,13.303,33.817,6.567,0.335,9373.788,9499.307,6863.412,0.301,2504.037,11934.898,1130.5,10580.186,2.006,5273.316,2.543,1.342,5058.467,1801.276978,
101,,Raag-101,2723.453037,30.535,21.028,855.52,99.428,198.079,7868.346,3949.601,11.966,30.712,6.078,0.332,9376.099,9502.959,6838.882,0.298,2709.185,12296.135,1061.073,10057.519,1.992,5048.48,2.348,1.226,5058.902,1801.378662,
101,,Raag-101,2724.340009,34.483,30.211,996.2,84.43,165.04,9454.19,4836.513,16.266,42.598,8.932,0.323,9379.565,9509.986,6771.141,0.29,2986.235,12714.753,1461.644,11844.103,1.955,6059.13,3.427,1.898,5059.553,1801.503418,
101,,Raag-101,2727.494714,31.243,22.288,879.857,96.605,191.787,8052.747,4056.271,12.514,31.94,6.447,0.33,9391.697,9519.557,6834.52,0.297,2820.965,12510.971,1110.554,10351.388,1.985,5214.126,2.487,1.309,5061.828,1801.94751,
101,,Raag-101,2732.601353,37.321,47.832,1105.741,74.71,135.11,10562.734,5840.722,16.741,43.343,13.176,0.28,9411.348,9558.674,6464.811,0.252,1869.649,9868.921,2069.884,13385.143,1.808,7401.387,4.891,2.918,5065.493,1802.666382,
101,,Raag-101,2737.479105,37.722,59.536,1121.89,73.402,124.794,10676.99,6280.017,13.659,35.121,15.338,0.236,9429.846,9592.731,6172.132,0.212,2474.842,10493.949,2343.382,13623.645,1.7,8013.187,5.497,3.377,5068.92,1803.353394,
101,,Raag-101,2742.550623,34.605,46.264,1000.715,83.998,145.621,9115.222,5257.938,11.065,27.796,11.005,0.251,9448.931,9607.452,6278.503,0.226,1770.88,9298.766,1687.628,11904.989,1.734,6867.16,3.993,2.277,5072.435,1804.068115,
101,,Raag-101,2747.740899,42.445,60.878,1326.464,59.166,113.587,14101.992,7345.584,33.225,90.951,19.711,0.314,9468.6,9604.506,6750.486,0.282,2562.239,11825.449,3345.387,16901.57,1.92,8803.855,7.512,5.059,5076.034,1804.799683,
101,,Raag-101,2752.929688,39.3,62.064,1187.119,68.414,119.609,11948.309,6834.167,18.402,49.35,17.416,0.257,9488.276,9645.709,6339.619,0.231,2639.741,11158.72,2749.943,14616.955,1.748,8360.575,6.349,4.059,5079.61,1805.531494,
101,,Raag-101,2758.121155,35.49,33.056,1034.162,80.886,157.071,9805.746,5049.602,17.353,45.156,9.799,0.32,9507.959,9642.766,6811.813,0.288,2324.654,11472.933,1589.554,12363.094,1.942,6366.543,3.751,2.112,5083.163,1806.263916,
101,,Raag-101,2763.314705,44.114,72.056,1406.198,54.615,105.713,16107.899,8321.999,41.906,120.953,23.995,0.318,9527.648,9663.27,6815.227,0.286,2950.553,12731.561,4278.13,18309.856,1.936,9459.619,9.173,6.624,5086.694,1806.99707,
101,,Raag-101,2767.028083,46.966,91.991,1553.469,47.378,92.239,18501.049,9502.849,56.221,161.68,31.402,0.321,9541.552,9676.142,6849.743,0.289,3076.143,13051.771,6108.249,21106.977,1.947,10841.353,12.031,9.695,5089.173,2849.539795,
101,,Raag-101,2768.317169,44.75,90.071,1437.769,52.944,95.484,16404.197,9095.763,36.37,103.632,29.035,0.278,9546.766,9698.068,6520.7,0.25,3011.452,12264.305,5261.678,18887.988,1.804,10472.97,10.764,8.274,5090.1,2849.837402,
101,,Raag-101,2771.722191,44.724,86.57,1436.48,53.011,96.554,16137.423,8859.837,36.85,103.423,27.968,0.284,9559.515,9708.897,6571.851,0.256,2590.297,11524.296,5040.891,18864.152,1.821,10356.877,10.419,7.904,5092.358,2850.624756,
101,,Raag-101,2776.561548,44.016,70.348,1401.389,54.876,105.221,15331.679,7995.98,38.832,107.189,23.162,0.313,9578.063,9716.873,6801.848,0.282,2588.481,11980.659,4073.493,18222.803,1.917,9503.797,8.823,6.28,5095.627,3635.507813,
101,,Raag-101,2781.477398,39.834,68.524,1209.883,66.778,113.992,12136.506,7109.715,17.375,46.199,19.01,0.239,9596.617,9763.372,6261.519,0.215,1449.641,8622.319,2990.857,14974.969,1.707,8772.522,6.831,4.464,5098.874,3640.091309,
101,,Raag-101,2786.397118,41.383,81.97,1277.924,62.188,104.297,13532.089,8068.592,19.165,52.913,23.58,0.224,9615.757,9787.839,6174.116,0.202,2075.226,9698.683,3816.928,16080.402,1.677,9588.04,8.373,5.85,5102.204,3643.280029,
101,,Raag-101,2791.320708,41.879,65.72,1300.406,60.763,113.095,14316.08,7691.69,30.353,86.626,20.73,0.297,9634.324,9781.002,6700.77,0.267,2600.934,11803.408,3499.966,16457.356,1.861,8842.147,7.8,5.318,5105.412,3646.041992,
101,,Raag-101,2796.248464,42.744,75.178,1340.428,58.333,106.286,15055.941,8263.211,31.276,90.12,23.697,0.284,9652.897,9804.85,6613.844,0.256,2848.31,12124.31,4077.023,17142.865,1.822,9408.586,8.829,6.286,5108.599,3645.805664,
101,,Raag-101,2801.18009,36.18,37.532,1060.746,78.517,149.455,10173.83,5344.918,17.693,46.37,10.9,0.309,9672.057,9815.051,6812.189,0.278,1561.349,9947.074,1748.454,12736.014,1.903,6690.986,4.14,2.379,5111.865,3647.286865,
101,,Raag-101,2806.116478,30.152,35.821,842.521,100.978,176.255,7337.954,4203.976,7.609,18.499,7.27,0.256,9690.641,9854.528,6412.897,0.23,562.913,7151.619,1168.488,9903.137,1.746,5673.591,2.648,1.406,5115.012,3648.77002,
101,,Raag-101,2811.057033,42.441,64.8,1326.291,59.176,111.718,14359.16,7605.959,32.457,90.484,20.751,0.305,9709.232,9854.745,6798.991,0.275,2905.499,12608.98,3530.222,16898.6,1.888,8951.085,7.855,5.369,5118.14,3650.254883,
101,,Raag-101,2816.000564,40.527,62.358,1239.924,64.698,117.084,12982.69,7173.898,23.812,65.621,18.675,0.28,9728.411,9884.164,6613.334,0.252,2634.354,11695.375,3044.085,15456.476,1.81,8540.848,6.935,4.553,5121.343,3651.741699,
101,,Raag-101,2820.948858,40.514,51.06,1239.341,64.737,124.842,12808.33,6641.819,27.873,75.826,16.216,0.316,9747.014,9889.058,6906.143,0.284,2513.001,12038.287,2672.266,15447.047,1.928,8010.138,6.191,3.929,5124.429,3653.230225,
101,,Raag-101,2825.901616,40.255,46.867,1228.032,65.511,128.167,12364.631,6320.016,27.469,72.999,15.03,0.323,9766.205,9905.781,6974.678,0.291,2464.638,12078.632,2470.162,15264.635,1.956,7802.315,5.769,3.59,5127.591,2964.868897,
101,,Raag-101,2830.858542,36.476,35.23,1072.272,77.519,152.133,10640.976,5422.038,20.114,54.433,10.863,0.325,9784.819,9924.307,6995.085,0.292,2725.435,12641.04,1762.535,12900.147,1.962,6573.183,4.174,2.403,5130.637,2967.870361,
101,,Raag-101,2835.819634,36.926,54.548,1089.986,76.015,129.981,9945.039,5816.01,12.6,31.252,13.638,0.24,9804.024,9976.696,6350.591,0.216,968.652,7838.487,2076.289,13155.281,1.71,7693.409,4.906,2.929,5133.757,2969.070313,
101,,Raag-101,2840.784893,40.326,39.258,1231.14,65.297,134.693,12242.248,5934.849,30.285,79.428,13.43,0.346,9822.652,9953.397,7207.736,0.312,1364.96,10345.393,2228.028,15314.616,2.063,7424.285,5.245,3.184,5136.763,2970.270996,
101,,Raag-101,2845.754319,39.627,53.282,1200.988,67.411,123.995,11791.545,6410.606,21.799,56.849,15.758,0.29,9841.869,9996.93,6740.664,0.261,1775.904,10233.135,2531.253,14834.374,1.839,8064.874,5.898,3.693,5139.841,2971.473877,
101,,Raag-101,2850.727913,41.809,70.564,1297.193,60.964,108.715,13564.867,7606.743,25.166,68.281,21.327,0.271,9861.092,10024.165,6599.625,0.244,3064.412,12528.073,3533.112,16403.123,1.783,9198.346,7.861,5.374,5142.898,3261.862061,
101,,Raag-101,2855.705673,40.02,31.109,1217.887,66.215,144.425,11947.015,5477.404,31.875,82.727,11.56,0.367,9879.739,10002.137,7431.804,0.33,1808.754,11681.114,1935.745,15102.249,2.181,6923.999,4.584,2.693,5145.842,3251.353516,
101,,Raag-101,2860.687898,-999.25,74.056,-999.25,-999.25,152.22,-999.25,5131.49,-999.25,-999.25,10.275,0.046,9898.975,10130.945,5259.556,0.042,1042.565,5804.242,1343.17,-999.25,1.45,6569.456,3.119,1.699,5148.856,3252.683594,
101,,Raag-101,2865.674587,41.895,52.987,1301.104,60.72,118.551,13073.105,6695.8,31.194,81.239,17.215,0.322,9918.218,10061.955,7043.463,0.29,1509.245,10305.416,2875.552,16469.146,1.952,8435.189,6.603,4.27,5151.851,3601.98584,
101,,Raag-101,2870.665741,41.22,65.727,1270.615,62.66,112.459,13040.019,7265.652,24.047,64.463,19.692,0.275,9936.882,10100.525,6663.998,0.247,2557.318,11642.634,3224.02,15959.095,1.795,8892.106,7.282,4.855,5154.733,3603.467773,
101,,Raag-101,2874.783912,40.849,50.529,1254.119,63.745,124.313,12957.484,6644.263,29.375,79.604,16.291,0.322,9952.635,10097.503,7055.287,0.289,1713.525,10737.623,2698.946,15687.603,1.95,8044.198,6.245,3.974,5157.15,3604.690674,
101,,Raag-101,2878.422582,37.666,46.792,1119.59,73.586,134.682,10655.096,5821.633,17.784,45.748,13.175,0.287,9966.642,10126.377,6771.95,0.258,1462.544,9668.986,2082.206,13589.505,1.83,7424.908,4.919,2.939,5159.286,3605.771973,
101,,Raag-101,2882.417827,38.343,43.06,1147.194,71.412,136.426,11146.989,5834.877,21.505,56.164,13.036,0.311,9982.403,10132.573,6979.022,0.28,1538.126,10234.296,2099.558,14003.267,1.91,7329.992,4.959,2.968,5161.676,3606.959473,
101,,Raag-101,2886.333304,41.557,60.791,1285.747,61.687,115.227,13411.574,7179.895,28.283,76.769,18.992,0.299,9997.001,10152.568,6885.644,0.269,2539.855,12050.998,3158.598,16210.897,1.868,8678.515,7.157,4.745,5163.876,3608.123291,
101,,Raag-101,2891.015506,39.568,50.231,1198.472,67.591,127.111,11965.616,6362.748,23.444,62.207,15.257,0.303,10015.108,10169.669,6923.887,0.273,2046.568,11140.911,2468.971,14794.76,1.881,7867.152,5.766,3.588,5166.587,3669.853272,
101,,Raag-101,2896.288527,41.62,52.998,1288.635,61.503,121.001,13584.003,6904.562,32.535,89.179,17.392,0.326,10035.557,10180.625,7134.195,0.293,2146.97,11762.331,2918.894,16259.265,1.967,8264.36,6.689,4.343,5169.626,3671.447754,
101,,Raag-101,2901.347841,38.202,45.961,1141.431,71.859,134.937,11334.12,6035.827,20.808,55.6,13.634,0.302,10054.846,10210.845,6934.85,0.272,1473.573,10016.846,2184.814,13916.179,1.878,7410.866,5.149,3.111,5172.469,3672.978272,
101,,Raag-101,2906.411619,38.56,50.279,1156.18,70.722,131.428,11971.363,6441.867,21.715,60.318,14.94,0.296,10074.139,10233.103,6894.852,0.267,1496.467,9982.638,2399.115,14139.813,1.858,7608.723,5.617,3.471,5175.291,3674.510742,
101,,Raag-101,2911.479863,40.202,51.478,1225.741,65.669,124.407,12307.414,6496.554,25.291,67.062,15.917,0.307,10093.44,10248.371,6994.834,0.276,2120.047,11429.763,2596.416,15227.863,1.895,8038.133,6.034,3.802,5178.09,3676.045166,
101,,Raag-101,2916.552273,44.394,67.126,1420.024,53.875,107.162,15913.655,8000.405,44.522,125.231,22.755,0.331,10113.333,10257.903,7221.922,0.298,2994.126,13632.097,4051.396,18561.588,1.989,9331.623,8.785,6.243,5180.954,3677.581543,
101,,Raag-101,2921.628553,39.93,57.635,1213.986,66.489,122.065,12742.179,6940.653,23.751,66.018,17.331,0.289,10132.647,10296.158,6862.406,0.26,2132.864,11190.541,2814.672,15040.128,1.836,8192.343,6.481,4.168,5183.711,2740.20166,
101,,Raag-101,2926.708702,41.538,54.635,1284.919,61.74,119.915,13522.216,6962.09,31.365,85.909,17.696,0.32,10151.968,10302.753,7136.252,0.288,2124.216,11720.936,2961.928,16197.06,1.942,8339.269,6.774,4.415,5186.447,2744.314941,
101,,Raag-101,2931.793315,38.947,60.109,1172.293,69.507,121.958,11791.103,6720.108,18.116,48.71,16.795,0.259,10171.879,10348.468,6640.101,0.234,3054.648,12589.498,2645.637,14386.957,1.755,8199.564,6.136,3.885,5189.244,2745.445313,
101,,Raag-101,2936.882096,40.792,62.634,1251.567,63.915,112.189,11485.314,6543.237,19.218,46.285,17.777,0.26,10191.213,10368.253,6650.419,0.234,2744.129,11989.097,2822.376,15645.877,1.755,8913.529,6.496,4.181,5191.936,2746.577148,
101,,Raag-101,2941.975341,40.645,65.057,1245.09,64.349,115.146,13077.06,7308.055,23.252,64.194,19.345,0.273,10210.964,10383.297,6764.292,0.246,2980.2,12688.985,3151.254,15540.329,1.789,8684.642,7.143,4.733,5194.665,2747.710205,
101,,Raag-101,2947.072753,39.653,66.806,1202.095,67.332,116.609,12519.462,7228.92,18.883,52.222,18.895,0.25,10230.31,10412.332,6589.876,0.225,2450.958,11281.668,3000.943,14851.822,1.732,8575.66,6.851,4.481,5197.315,2748.844727,
101,,Raag-101,2951.107584,39.623,46.979,1200.816,67.423,130.787,12372.908,6378.49,26.204,71.719,14.865,0.319,10246.144,10399.705,7174.91,0.287,2927.347,13404.514,2432.013,14831.668,1.94,7646.031,5.688,3.526,5199.467,2749.743164,
101,,Raag-101,2953.620871,40.139,65.238,1223.011,65.858,116.568,12900.926,7288.745,21.59,60.182,19.058,0.266,10255.529,10432.152,6723.06,0.239,3079.289,12804.698,3075.521,15184.114,1.77,8578.698,6.997,4.606,5200.735,2750.302979,
101,,Raag-101,2957.11072,42.219,55.176,1315.98,59.802,118.951,14299.786,7189.15,36.041,101.116,18.422,0.331,10269.022,10417.579,7297.889,0.298,2630.94,13057.657,3134.993,16721.904,1.989,8406.858,7.112,4.706,5202.55,2751.080566,
101,,Raag-101,2962.035798,40.42,58.635,1235.223,65.018,119.982,12969.62,7028.15,25.093,69.421,17.854,0.292,10287.802,10454.339,6957.06,0.263,2026.436,11166.991,2920.459,15380.451,1.845,8334.563,6.692,4.346,5205.058,2856.329102,
101,,Raag-101,2966.963554,40.152,41.894,1223.586,65.818,133.667,12520.259,6165.066,29.864,80.741,14.058,0.34,10307.173,10452.412,7402.384,0.306,1969.752,11944.272,2328.188,15193.319,2.031,7481.301,5.464,3.352,5207.624,2857.4729,
101,,Raag-101,2971.893692,41.135,58.581,1266.822,62.907,118.646,13527.383,7172.378,28.692,80.104,18.426,0.304,10325.964,10488.136,7082.536,0.274,2887.363,13139.799,3062.999,15896.406,1.886,8428.463,6.972,4.585,5210.091,2858.617676,
101,,Raag-101,2976.825615,36.685,35.377,1080.472,76.818,151.918,10945.498,5534.617,21.221,58.54,11.104,0.328,10344.761,10496.632,7307.354,0.295,2892.066,13598.84,1806.082,13017.816,1.978,6582.49,4.278,2.476,5212.539,2859.763672,
101,,Raag-101,2981.760515,41.636,38.462,1289.317,61.46,134.093,13592.468,6229.964,39.087,107.13,14.161,0.367,10364.152,10496.998,7707.235,0.33,2150.688,12915.847,2398.251,16270.692,2.182,7457.499,5.615,3.469,5215.041,3264.092285,
101,,Raag-101,2986.696903,40.031,69.568,1218.368,66.182,113.209,12387.835,7241.91,18.056,48.568,19.498,0.24,10382.962,10573.409,6574.016,0.216,1792.634,9933.301,3085.288,15109.916,1.711,8833.235,7.016,4.622,5217.448,3265.416016,
101,,Raag-101,2991.635077,40.182,57.879,1224.874,65.729,122.493,13366.634,7172.442,26.29,75.779,17.847,0.298,10402.365,10569.609,7057.477,0.268,2471.996,12258.944,2933.978,15213.961,1.864,8163.705,6.719,4.368,5219.909,3266.741211,
101,,Raag-101,2995.292796,41.113,47.559,1265.805,62.974,128.888,14067.193,6873.145,35.579,103.406,16.254,0.343,10416.481,10562.728,7491.552,0.309,2525.593,13234.29,2741.835,15879.619,2.047,7758.685,6.333,4.046,5221.685,3267.723145,
101,,Raag-101,2999.383286,43.092,54.877,1356.834,57.375,118.766,15399.903,7439.557,43.625,126.463,19.093,0.348,10431.777,10576.017,7547.006,0.313,2917.823,14129.656,3320.097,17429.254,2.07,8419.918,7.465,5.016,5223.597,3268.821045,
101,,Raag-101,3004.755422,34.442,25.409,994.641,84.58,174.337,9961.641,4832.922,19,52.52,8.45,0.346,10452.963,10598.806,7536.118,0.311,1638.01,11548.255,1412.031,11823.126,2.061,5736.027,3.299,1.815,5226.223,3270.263916,
101,,Raag-101,3009.695679,39.812,67.583,1208.929,66.846,116.697,13022.543,7459.505,20.413,58.298,19.483,0.256,10471.802,10658.909,6729.639,0.23,2887.388,12434.056,3127.622,14959.849,1.746,8569.223,7.098,4.693,5228.535,3271.591065,
101,,Raag-101,3014.638318,39.224,64.063,1183.891,68.65,118.947,12071.962,6967.285,17.892,48.646,17.854,0.25,10490.646,10680.621,6691.133,0.225,2581.938,11746.143,2811.91,14566.663,1.733,8407.092,6.475,4.163,5230.828,2454.543213,
101,,Raag-101,3019.58423,42.715,67.168,1339.07,58.414,110.908,15036.447,7919.459,34.931,100.659,21.764,0.308,10510.086,10675.547,7200.869,0.277,2842.573,13286.884,3752.383,17119.301,1.899,9016.466,8.258,5.742,5233.171,2455.519287,
101,,Raag-101,3024.531929,42.383,77.225,1323.602,59.339,105.78,14752.664,8275.734,28.086,80.665,23.846,0.27,10528.942,10711.624,6875.312,0.243,2785.655,12521.934,4053.029,16852.408,1.783,9453.618,8.788,6.246,5235.423,2456.496338,
101,,Raag-101,3029.482008,39.779,64.489,1207.493,66.947,113.548,10850.892,6397.632,15.056,35.883,17.173,0.234,10548.395,10746.849,6579.31,0.21,1406.564,9171.748,2650.118,14937.099,1.696,8806.841,6.145,3.892,5237.724,2826.996338,
101,,Raag-101,3034.435064,41.684,61.763,1291.518,61.321,110.48,11959.08,6637.817,22.817,54.898,18.313,0.277,10567.263,10748.212,6948.281,0.25,1764.793,10626.149,2967.761,16307.628,1.802,9051.453,6.786,4.425,5239.935,2828.135986,
101,,Raag-101,3039.390204,41.208,68.289,1270.066,62.696,108.183,11840.14,6861.764,18.896,46.021,19.333,0.247,10586.728,10780.957,6702.129,0.222,1690.3,9984.858,3074.139,15950.007,1.726,9243.571,6.994,4.604,5242.194,2829.276367,
101,,Raag-101,3044.347426,38.701,52.229,1162.017,70.279,125.295,10519.393,5900.433,16.915,41.027,14.354,0.27,10605.609,10790.766,6902.483,0.243,2218.308,11441.583,2248.311,14229.001,1.783,7981.19,5.29,3.218,5244.365,2830.418457,
101,,Raag-101,3049.307328,40.202,61.39,1225.763,65.668,114.356,11114.815,6382.542,17.567,42.065,17.012,0.254,10625.087,10817.75,6771.821,0.229,2436.067,11615.774,2671.014,15228.209,1.741,8744.607,6.188,3.927,5246.582,2831.561279,
101,,Raag-101,3054.132398,39.83,67.236,1209.687,66.792,112.036,10961.018,6534.569,14.464,34.743,17.778,0.224,10643.98,10849.178,6540.04,0.202,2189.092,10658.263,2732.279,14971.853,1.677,8925.686,6.314,4.03,5248.712,2832.67334,
101,,Raag-101,3058.958063,39.957,58.185,1215.151,66.407,116.616,10809.528,6155.488,17.437,41.066,16.089,0.26,10662.289,10853.593,6836.227,0.234,2125.15,11122.755,2523.107,15058.654,1.756,8575.152,5.881,3.679,5250.757,2833.786133,
101,,Raag-101,3063.92243,40.05,65.614,1219.168,66.126,112.022,10935.653,6455.245,15.279,36.248,17.564,0.233,10681.786,10884.969,6618.141,0.209,2096.19,10628.661,2715.816,15122.69,1.694,8926.826,6.28,4.002,5252.912,3838.183106,
101,,Raag-101,3068.889177,40.182,61.236,1224.883,65.728,114.376,11051.281,6350.844,17.399,41.464,16.924,0.253,10700.698,10895.966,6795.332,0.228,1740.149,10270.963,2654.251,15214.101,1.74,8743.093,6.154,3.899,5254.982,3838.111816,
101,,Raag-101,3073.858603,39.794,61.571,1208.168,66.9,115.555,10983.407,6358.758,16.496,39.768,16.773,0.248,10720.207,10918.407,6756.191,0.223,1531.98,9776.344,2614.545,14947.795,1.727,8653.91,6.072,3.832,5257.096,3838.310059,
101,,Raag-101,3078.830113,39.304,55.496,1187.312,68.4,120.312,10496.857,5967.658,16.539,38.958,15.118,0.261,10739.722,10932.947,6875.219,0.235,752.649,8455.735,2359.052,14619.969,1.759,8311.723,5.531,3.404,5259.188,3839.88208,
101,,Raag-101,3083.8046,38.589,41.854,1157.352,70.633,132.989,10012.791,5317.993,18.831,43.694,12.188,0.304,10758.652,10933.309,7265.527,0.273,1039.639,9810.333,1946.582,14157.688,1.883,7519.43,4.609,2.712,5261.197,3637.73999,
101,,Raag-101,3088.781169,39.131,49.516,1180.011,68.935,125.733,10598.926,5811.056,18.689,44.8,14.087,0.285,10778.182,10961.984,7102.129,0.257,1184.832,9773.922,2230.82,14506.376,1.824,7953.387,5.251,3.188,5263.248,3639.235596,
101,,Raag-101,3093.760715,40.514,69.042,1239.363,64.736,109.076,11264.536,6685.413,15.674,37.5,18.682,0.228,10797.716,11006.507,6621.889,0.205,1767.792,9979.361,2901.948,15447.402,1.685,9167.91,6.655,4.315,5265.277,3640.732178,
101,,Raag-101,3098.742345,39.94,68.204,1214.423,66.458,110.505,10711.738,6442.083,13.59,31.741,17.769,0.217,10816.666,11030.66,6536.782,0.195,2306.802,10887.168,2711.503,15047.075,1.663,9049.373,6.271,3.995,5267.224,3318.094727,
101,,Raag-101,3103.726058,40.783,68.933,1251.188,63.94,108.454,11415.718,6730.219,16.589,39.727,18.915,0.234,10836.213,11044.041,6679.65,0.21,1700.513,9960.324,2959.085,15639.686,1.696,9220.49,6.769,4.41,5269.212,3321.010742,
101,,Raag-101,3108.71245,42.638,70.183,1335.45,58.628,107.911,14399.919,7823.545,30.667,84.942,22.098,0.291,10855.768,11039.118,7188.767,0.262,3079.288,13736.109,3760.589,17056.58,1.841,9266.922,8.273,5.755,5271.178,3322.375,
101,,Raag-101,3113.701222,40.15,66.899,1223.513,65.823,116.08,13143.185,7452.895,21.721,61.652,19.57,0.263,10874.734,11071.278,6943.848,0.237,3079.288,13246.271,3165.164,15192.165,1.764,8614.778,7.17,4.756,5273.064,3306.628662,
101,,Raag-101,3118.691781,39.735,76.179,1205.612,67.081,110.413,12209.902,7418.086,14.523,39.026,20.478,0.207,10894.302,11114.533,6489.68,0.187,3001.406,12182.17,3166.584,14907.35,1.646,9056.912,7.173,4.759,5274.988,3307.985107,
101,,Raag-101,3123.684424,41.698,65.164,1292.137,61.282,111.291,13153.94,7243.179,25.749,68.099,19.837,0.282,10913.874,11102.815,7135.057,0.254,2492.539,12455.19,3275.085,16318.032,1.816,8985.477,7.38,4.941,5276.892,3094.540283,
101,,Raag-101,3128.679447,35.409,37.731,1031.078,81.167,153.599,10307.906,5447.015,17.091,46.913,10.809,0.306,10933.455,11111.697,7368.602,0.276,2944.675,13826.554,1730.039,12320.338,1.892,6510.446,4.096,2.348,5278.773,3095.804688,
101,,Raag-101,3133.676554,44.366,72.819,1418.627,53.949,104.992,16349.082,8400.783,43.593,126.146,24.388,0.321,10953.04,11124.284,7528.159,0.289,3079.288,14414.894,4378.617,18536.06,1.946,9524.535,9.343,6.793,5280.633,3097.070068,
101,,Raag-101,3138.676042,41.855,56.211,1299.29,60.833,116.128,12988.352,6803.841,29.362,76.113,17.858,0.311,10972.039,11148.913,7434.566,0.28,2370.654,12810.44,2970.333,16438.5,1.909,8611.173,6.791,4.429,5282.417,3098.336914,
101,,Raag-101,3143.677018,40.055,60.155,1219.404,66.109,118.893,12380.931,6884.273,21.785,58.501,17.649,0.276,10991.638,11185.848,7107.426,0.249,2177.896,11770.645,2841.073,15126.465,1.798,8410.897,6.534,4.212,5284.236,3099.604248,
101,,Raag-101,3148.680376,45.041,83.953,1452.451,52.19,97.96,16714.131,8904.691,42.201,120.775,27.707,0.302,11011.242,11193.505,7365.977,0.272,3078.19,14088.334,5068.64,19160.832,1.877,10208.206,10.463,7.95,5286.033,3100.873047,
101,,Raag-101,3154.896921,38.72,49.862,1162.784,70.221,126.945,10488.104,5801.585,17.665,42.684,13.93,0.28,11035.609,11229.671,7154.376,0.252,1266.563,10041.877,2194.167,14240.755,1.808,7877.396,5.17,3.127,5288.237,3992.004395,
101,,Raag-101,3162.335583,44.654,84.151,1432.971,53.193,99.089,16718.838,8975.028,40.585,118.417,27.607,0.298,11064.743,11250.656,7346.482,0.268,2767.627,13428.22,5023.231,18799.359,1.863,10091.897,10.391,7.874,5290.827,4063.815186,
101,,Raag-101,3169.79121,40.062,49.851,1219.677,66.09,125.792,12127.886,6371.917,25.053,65.883,15.44,0.309,11093.893,11275.01,7471.547,0.278,2670.558,13484.21,2515.273,15130.814,1.903,7949.638,5.864,3.666,5293.37,4066.312012,
101,,Raag-101,3177.263803,42.59,67.623,1333.232,58.761,108.278,13859.671,7521.356,29.548,78.949,21.172,0.291,11123.056,11313.941,7305.328,0.262,2845.385,13501.426,3571.236,17018.234,1.843,9235.443,7.931,5.438,5295.867,4336.181641,
101,,Raag-101,3184.753957,39.773,60.619,1207.228,66.966,119.022,12102.661,6809.436,20.209,53.738,17.438,0.268,11152.232,11355.044,7096.004,0.242,2119.343,11630.694,2782.743,14932.906,1.777,8401.844,6.416,4.115,5298.316,4329.425293,
101,,Raag-101,3192.260184,43.622,78.471,1382.222,55.933,100.749,14658.276,8137.808,30.64,82.417,24.62,0.277,11181.423,11380.802,7193.845,0.25,2444.187,12476.065,4247.541,17878.598,1.801,9925.628,9.121,6.572,5300.72,4335.638672,
101,,Raag-101,3199.781293,40.824,63.099,1252.987,63.82,112.287,11691.261,6644.911,19.762,48.376,18.038,0.261,11210.629,11418.529,7052.628,0.235,1692.176,10689.608,2874.213,15669.095,1.759,8905.774,6.6,4.268,5303.075,4409.405273,
