Frac Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petrophysical Details,,,,,,,Depth Details,,,,,,,,First PLT Details,,,,,,,,,,,,Second PLT Details,,,,,,,,,,,PLT Details (2021-22),,,,,,,,,,
Campaign,Well,Pad,Stage,Date of Frac,Formation,No. of Clusters,Total Holes,Max Injection Rate,Pre-Frac BH ISIP Grad,MF BH ISIP Grad,Design Proppant ,100 Mesh,40-70,20-40,16-30,Actual Proppant,Max PPA,Clean Volume,Slurry Volume,Total XL Fluid,Max HHP,Frac Pumped,Refrac,SRT,SDT,DFIT / MFO,MinFrac / Datafrac,Temp Survey,DFIT Signature (PDL/HR/Normal/Other),Transmissibility (if ACA for DFIT done),Flush called @ PPA,Remarks,Net Pay (m),Net Pay fraction (%),Stage Kh (mDM),Stage Kh fraction (%),Stage Permeability (MD),Proppant per Net pay (Actual),Remarks_2,Top of Topmost clstr (mMD),Bot of Botmost clstr (mMD),Spread of Stage,Top of Topmost clstr (mTVD),Bot of Botmost clstr (mTVD),Topmost Cluster (mTVDSS),Topmost Cluster (Northing),Topmost Cluster (Easting),Date of PLT/FGS,Water (bpd),Water Contri (%),Oil (bpd),Oil Contri (%),Gas (MSCFD),Gas Contri (%),BHP (psia),Reservoir Pressure (psia),Gas PI (SCFD/psi),No. of Contributing Clusters (during 1st PLT),First PLT Remark,Date of PLT/FGS_2,Water_2 (bpd),Water Contri_2 (%),Oil_2 (bpd),Oil Contri_2 (%),Gas_2 (MSCFD),Gas Contri_2 (%),BHP_2 (psia),Reservoir Pressure_2 (psia),Gas PI_2 (SCFD/psi),Secod PLT Remark,Date of PLT/FGS_3,Water_3 (bpd),Water Contri_3 (%),Oil_3 (bpd),Oil Contri_3 (%),Gas_3 (MSCFD),Gas Contri_3 (%),BHP_3 (psia),Reservoir Pressure_3 (psia),Gas PI_3 (SCFD/psi),PLT (2021-22) Remark
42-W_North,Raag-71,5,1,15/Mar/2020,Felsic,4,30,22.3,0.80,1.04,"300,000",0,,"172,949 ",0 ,"172,949 ",5.4,2743,2922,,"4,739 ",Yes,No,Yes,Yes,No,No,No,,,4.3,,41.8,21%,1.1,3%,0.044,"4,141",,3438.8,3532.6,93.8,3393.9,3487.7,3334.0,835369.0,2518048.2,11-Jul-20,300.4,40.38%,5.7,2.05%,41.2,1.33%,2809,5308,16.5,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5308,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5308,#DIV/0!,
42-W_South,Raag-72,8,7,29/Jul/2021,Fatehgarh,1,90,30.1,0.83,0.86,"315,000",0,,"183,169 ","134,401 ","317,570 ",8.2,2720,3014,,"4,583 ",Yes,No,Yes,Yes,No,No,No,,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,3187.0,3191.5,4.5,3068.2,3072.7,3011.2,834410.7,2519190.8,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5177,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5177,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5177,#DIV/0!,
42-W_South,Raag-72,8,6,28/Jul/2021,Fatehgarh,2,100,30.0,0.81,0.86,"315,000",0,,"183,441 ","134,756 ","318,197 ",8.1,2743,3038,,"4,648 ",Yes,No,No,No,Yes,No,No,,,,DFIT pumped in Non-Pay zone,,#DIV/0!,,#DIV/0!,,#DIV/0!,,3227.0,3246.0,19.0,3108.2,3127.2,3051.1,834412.5,2519190.1,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5193,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5193,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5193,#DIV/0!,
42-W_South,Raag-72,8,5,25/Jul/2021,Basalt,2,100,30.1,0.90,1.13,"315,000",0,,"176,310 ","95,711 ","272,021 ",6.1,2550,2803,,"6,893 ",Yes,No,No,No,No,Yes,Yes,,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,3336.0,3360.0,24.0,3217.0,3241.0,3160.0,834414.1,2519185.5,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5237,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5237,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5237,#DIV/0!,
42-W_South,Raag-72,8,4,22/Jul/2021,Basalt,4,56,30.1,0.81,0.96,"315,000",0,,"156,227 ","162,143 ","318,370 ",8.4,2586,2879,,"6,010 ",Yes,No,Yes,Yes,No,No,No,,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,3417.0,3458.4,41.4,3298.0,3339.3,3240.9,834412.3,2519182.6,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5269,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5269,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5269,#DIV/0!,
42-W_South,Raag-72,8,3,20/Jul/2021,Basalt,3,90,30.1,0.72,0.80,"315,000",0,,"156,309 ","160,691 ","317,000 ",8.5,2662,2954,,"4,882 ",Yes,No,Yes,Yes,No,No,No,,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,3477.0,3514.0,37.0,3357.9,3394.9,3300.9,834410.0,2519182.5,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5293,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5293,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5293,#DIV/0!,
42-W_South,Raag-72,8,2,05/Jul/2021,Basalt,2,120,30.4,0.66,0.72,"300,000",0,,"169,953 ","134,103 ","304,056 ",8.2,2946,3227,,,Yes,No,Yes,Yes,No,No,No,,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,3664.0,3694.0,30.0,3544.8,3574.8,3487.8,834404.7,2519181.1,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5368,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5368,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5368,#DIV/0!,
42-W_South,Raag-72,8,1,14/Jun/2021,Felsic,2,120,30.3,N/A,0.79,"300,000",0,,"195,323 ","107,122 ","302,445 ",8.4,3376,3658,,"6,086 ",Yes,No,No,No,No,No,Yes,,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,3872.0,3912.0,40.0,3752.6,3792.6,3695.6,834396.6,2519178.2,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5451,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5451,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5451,#DIV/0!,
42-W_South,Raag-73,11,6,18/Mar/2021,Fatehgarh,4,34,30.0,0.80,0.85,"315,000",0,,"187,123 ","130,366 ","317,489 ",8.2,2762,3056,,"4,713 ",Yes,No,Yes,Yes,No,No,No,,,,,39.0,24%,7.5,23%,0.193,"8,139",,2993.0,3025.8,32.8,2906.1,2938.9,2848.7,835463.9,2518984.3,11-Apr-21,317.1,26.75%,83.7,24.77%,1178.9,28.42%,2606,5112,470.3,4,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5112,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5112,#DIV/0!,
42-W_South,Raag-73,11,5,17/Mar/2021,Basalt,4,34,30.2,N/A,0.95,"200,000",0,,"185,106 ","16,366 ","201,472 ",6.1,2614,2804,,"5,484 ",Yes,No,No,No,No,No,No,,,,,16.0,10%,1.9,6%,0.117,"12,592",,3047.0,3090.5,43.5,2960.1,3003.6,2902.7,835463.6,2518984.2,11-Apr-21,426.4,35.97%,104.7,31.00%,1648.0,39.73%,2629,5134,657.8,4,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5134,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5134,#DIV/0!,
42-W_South,Raag-73,11,4,16/Mar/2021,Basalt,4,34,30.2,N/A,1.01,"150,000",0,,"150,901 ",0 ,"150,901 ",5.2,2252,2396,,"5,630 ",Yes,No,No,No,No,No,No,,,,,11.4,7%,2.3,7%,0.201,"13,202",,3110.8,3147.0,36.2,3023.9,3060.1,2966.5,835463.6,2518984.1,11-Apr-21,194.3,16.39%,68.4,20.24%,992.6,23.93%,2658,5160,396.8,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5160,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5160,#DIV/0!,
42-W_South,Raag-73,11,3,15/Mar/2021,Basalt,4,34,18.0,N/A,1.16,"270,000",0,,"185,194 ","85,390 ","270,584 ",7.1,2863,3115,,"3,576 ",Yes,No,No,No,No,No,No,,,,,23.6,14%,9.3,28%,0.394,"11,456",,3198.0,3244.0,46.0,3111.1,3157.1,3053.7,835463.8,2518983.8,11-Apr-21,61.9,5.22%,13.2,3.90%,150.1,3.62%,2725,5194,60.8,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5194,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5194,#DIV/0!,
42-W_South,Raag-73,11,2,14/Mar/2021,Basalt,5,32,30.1,0.80,0.86,"315,000",0,,"187,203 ","129,375 ","316,578 ",8.4,2799,3093,,"5,971 ",Yes,No,Yes,Yes,No,No,No,,,,,37.6,23%,5.6,17%,0.150,"8,413",,3275.6,3318.2,42.6,3188.7,3231.3,3131.3,835464.0,2518983.7,11-Apr-21,11.2,0.94%,52.1,15.43%,125.0,3.01%,2812,5225,51.8,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5225,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5225,#DIV/0!,
42-W_South,Raag-73,11,1,13/Mar/2021,Basalt,5,32,30.2,0.72,0.80,"315,000",0,,"187,357 ","130,369 ","317,726 ",8.3,2774,3068,,"4,880 ",Yes,No,Yes,Yes,No,No,No,,,,,36.5,22%,6.0,19%,0.166,"8,700",,3336.8,3381.1,44.3,3249.9,3294.2,3192.5,835464.1,2518983.9,11-Apr-21,174.7,14.74%,15.8,4.66%,53.7,1.29%,2885,5250,22.7,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5250,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5250,#DIV/0!,
42-W_South,Raag-74,11,5,12/Mar/2021,Fatehgarh,5,34,30.1,0.82,0.87,"315,000",0,,"175,268 ","139,580 ","314,848 ",8.1,2699,2990,,"5,243 ",Yes,No,Yes,Yes,No,No,No,,,,,30.3,20%,2.3,12%,0.076,"10,398",bad CMR data; pay might be overestimated ,2989.0,3024.6,35.6,2965.6,3001.2,2908.3,835409.8,2519515.6,,,,,,,,,5136,,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5136,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5136,#DIV/0!,
42-W_South,Raag-74,11,4,10/Mar/2021,Fatehgarh,4,34,30.2,0.88,0.81,"315,000",0,,"175,389 ","137,405 ","312,794 ",8.1,2704,2993,,"5,984 ",Yes,No,Yes,Yes,No,No,No,,,,,40.0,27%,2.6,14%,0.075,"7,826",bad CMR data; pay might be overestimated ,3046.2,3075.8,29.6,3022.8,3052.4,2965.5,835409.9,2519515.5,,,,,,,,,5159,,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5159,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5159,#DIV/0!,
42-W_South,Raag-74,11,3,09/Mar/2021,Fatehgarh,4,30,30.1,0.84,0.93,"255,000",0,,"162,660 ","94,320 ","256,980 ",7.1,2390,2629,,"5,094 ",Yes,No,Yes,Yes,No,No,No,,,,,23.0,16%,2.1,12%,0.135,"11,188",bad CMR data; pay might be overestimated ,3094.8,3133.6,38.8,3071.4,3110.2,3014.1,835409.9,2519515.5,,,,,,,,,5179,,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5179,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5179,#DIV/0!,
42-W_South,Raag-74,11,2,08/Mar/2021,Basalt,4,32,20.2,N/A,1.12,"315,000",0,,"184,412 ","129,788 ","314,200 ",8.3,3069,3360,,"3,983 ",Yes,No,No,No,No,No,No,,,,,29.4,20%,6.1,33%,0.201,"10,683",bad CMR data; pay might be overestimated ,3203.0,3257.0,54.0,3179.6,3233.6,3122.3,835409.8,2519515.4,,,,,,,,,5222,,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5222,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5222,#DIV/0!,
42-W_South,Raag-74,11,1,07/Mar/2021,Basalt,5,34,30.2,N/A,0.81,"280,000",0,,"186,583 ","94,998 ","281,581 ",7.1,2939,3201,,"5,818 ",Yes,No,No,No,No,No,Yes,,,,,25.3,17%,5.3,29%,0.209,"11,130",bad CMR data; pay might be overestimated ,3295.8,3340.8,45.0,3272.4,3317.4,3215.1,835409.8,2519515.5,,,,,,,,,5259,,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5259,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5259,#DIV/0!,
42-W_North,Raag-75,7,13,01/Nov/2021,Fatehgarh,1,90,30,0.87,0.90,"300,000",0,,"187,359 ","138,106 ","325,465 ",7.3,2587,2892,,,Yes,No,Yes,Yes,No,No,No,,,,,23.9,6%,5.0,5%,0.208,"13,601",,2713.0,2717.5,4.5,2628.6,2633.1,2562.8,838241.8,2517214.5,12-Nov-21,12.4,2.78%,13.3,1.79%,191.0,8.04%,3374,5001,117.3,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5001,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5001,#DIV/0!,
42-W_North,Raag-75,7,12,31/Oct/2021,Basalt,2,40,30.0,0.63,N/A,"320,000",0,,0 ,0 ,0 ,0.0,181,0,,,No,No,Yes,No,No,No,No,,,,MF job was canceled after pumping SRT with LG due to extremely low pressures,34.8,8%,5.7,6%,0.163,0,,2825.2,2853.5,28.3,2740.8,2769.1,2674.9,838241.5,2517211.4,12-Nov-21,0.0,0.00%,3.6,0.48%,0.0,0.00%,3449,5046,0.0,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5046,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5046,#DIV/0!,
42-W_North,Raag-75,7,11,30/Oct/2021,Felsic,3,39,30.1,0.72,0.79,"240,000",0,,"160,183 ","80,607 ","240,790 ",6.1,2733,2960,,,Yes,No,Yes,Yes,No,No,No,,,,,26.6,6%,5.0,5%,0.186,"9,052",,2972.0,2995.2,23.2,2887.5,2910.7,2821.7,838241.5,2517206.8,12-Nov-21,37.9,8.50%,10.4,1.40%,111.3,4.68%,3554,5105,71.7,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5105,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5105,#DIV/0!,
42-W_North,Raag-75,7,10,29/Oct/2021,Felsic,2,120,27.1,0.78,0.76,"320,000",0,,"195,450 ","126,343 ","321,793 ",7.5,3510,3208,,,Yes,No,Yes,Yes,No,No,No,,,,,34.4,8%,7.2,7%,0.209,"9,360",,3065.0,3080.0,15.0,2980.3,2995.3,2914.5,838241.1,2517200.9,12-Nov-21,14.2,3.18%,21.1,2.84%,227.2,9.56%,3612,5142,148.5,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5142,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5142,#DIV/0!,
42-W_North,Raag-75,7,9,26/Oct/2021,Felsic,2,120,28.1,0.92,1.18,"239,486",0,,"123,783 ",0 ,"123,783 ",4.4,2052,2169,,,Yes,No,Yes,Yes,No,No,No,,,,,22.6,5%,4.8,5%,0.214,"5,482",,3223.5,3302.5,79.0,3138.6,3217.6,3072.8,838241.2,2517195.5,12-Nov-21,9.4,2.11%,18.5,2.49%,171.3,7.21%,3724,5205,115.6,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5205,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5205,#DIV/0!,
42-W_North,Raag-75,7,8,24/Oct/2021,Felsic,3,140,30.0,0.77,0.80,"320,777",0,,"211,241 ","110,455 ","321,696 ",7.8,3442,3744,,,Yes,No,Yes,Yes,No,No,No,,,,,48.3,11%,5.2,5%,0.108,"6,665",,3397.0,3410.5,13.5,3312.1,3325.6,3246.3,838241.2,2517195.3,12-Nov-21,61.2,13.72%,121.0,16.26%,671.0,28.23%,3853,5275,472.0,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5275,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5275,#DIV/0!,
42-W_North,Raag-75,7,7,23/Oct/2021,Felsic,1,90,30.1,0.78,0.79,"310,088",0,,"199,438 ","111,003 ","311,851 ",6.6,3512,3805,,,Yes,No,Yes,Yes,No,No,No,,,,,12.0,3%,2.5,2%,0.208,"26,096",,3424.5,3429.0,4.5,3339.6,3344.1,3273.8,838241.2,2517195.2,12-Nov-21,67.0,15.02%,50.2,6.75%,97.4,4.10%,3873,5286,69.0,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5286,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5286,#DIV/0!,
42-W_North,Raag-75,7,6,22/Oct/2021,Felsic,3,34,30.0,0.77,0.82,"320,777",0,,"211,276 ","110,336 ","321,612 ",7.2,3300,3602,,,Yes,No,Yes,Yes,No,No,No,,,,,36.9,9%,11.4,11%,0.309,"8,709",,3450.0,3481.2,31.2,3365.1,3396.3,3299.3,838241.6,2517195.1,12-Nov-21,61.7,13.83%,254.0,34.14%,520.6,21.91%,3898,5296,372.4,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5296,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5296,#DIV/0!,
42-W_North,Raag-75,7,5,18/Oct/2021,Felsic,3,34,30.0,0.77,0.92,"318,051",0,,"208,404 ","111,185 ","319,589 ",7.2,3545,3846,,,Yes,No,Yes,Yes,No,No,No,,,,,34.6,8%,10.8,11%,0.311,"9,231",,3505.0,3531.0,26.0,3420.1,3446.5,3354.3,838242.0,2517194.6,12-Nov-21,182.3,40.87%,251.9,33.86%,386.9,16.28%,3940,5318,280.7,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5318,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5318,#DIV/0!,
42-W_North,Raag-75,7,4,29/Sep/2021,Felsic,1,90,30.1,0.73,0.89,"300,262",0,,"194,943 ","105,490 ","300,433 ",7.6,3266,3548,,,Yes,No,Yes,Yes,No,No,No,,,,,97.1,22%,30.0,30%,0.309,"3,095",,3572.5,3577.0,4.5,3487.6,3492.1,3421.8,838241.9,2517194.4,12-Nov-21,0.0,0.00%,0.0,0.00%,0.0,0.00%,#DIV/0!,5345,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5345,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5345,#DIV/0!,
42-W_North,Raag-75,7,3,06/Sep/2021,Felsic,2,60,25.0,0.70,0.80,"300,262",0,,"196,111 ","105,648 ","301,759 ",7.1,3412,3692,,,Yes,No,Yes,Yes,No,No,Yes,,,,,48.3,11%,11.0,11%,0.228,"6,244",,3781.5,3821.0,39.5,3696.6,3736.1,3630.8,838241.3,2517195.1,12-Nov-21,0.0,0.00%,0.0,0.00%,0.0,0.00%,#DIV/0!,5429,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5429,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5429,#DIV/0!,
42-W_North,Raag-75,7,2,26/Aug/2021,Mesozoic,1,90,17.1,1.06,1.02,"303,258",0,,"303,258 ",0 ,"303,258 ",7.4,3455,3717,,,Yes,No,No,No,Yes,Yes,No,,,,,9.3,2%,1.6,2%,0.173,"32,679",,4002.5,4007.0,4.5,3917.5,3922.0,3851.7,838240.0,2517191.9,12-Nov-21,0.0,0.00%,0.0,0.00%,0.0,0.00%,#DIV/0!,5517,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5517,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5517,#DIV/0!,
42-W_North,Raag-75,7,1,13/Aug/2021,Mesozoic,2,75,11.8,N/A,1.09,"303,258",0,,"304,930 ",0 ,"304,930 ",7.3,3376,3640,,,Yes,Yes,No,No,No,No,Yes,,,,"1st attempt failed due to high pressures, no proppant could be pumped. Additional perfs were added",5.1,1%,0.5,1%,0.100,"60,026",,4026.0,4037.5,11.5,3941.0,3952.5,3875.2,838240.0,2517190.5,12-Nov-21,0.0,0.00%,0.0,0.00%,0.0,0.00%,#DIV/0!,5526,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5526,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5526,#DIV/0!,
42-W_South,Raag-76,9,3,08/May/2021,Basalt,2,32,25.1,N/A,0.99,"150,000",0,,"152,068 ",0 ,"152,068 ",5.1,2378,2522,,"4,791 ",Yes,No,No,No,No,No,No,,,,Stage-4 MF was cancelled after pumping Datafrac,11.1,23%,2.4,25%,0.214,"13,675",,3369.5,3384.8,15.3,3336.4,3351.7,3272.6,835309.5,2520896.3,,,,,,,,,5285,,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5285,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5285,#DIV/0!,
42-W_South,Raag-76,9,2,08/May/2021,Basalt ,4,32,30.0,0.82,1.06,"313,000",0,,"183,965 ","92,836 ","276,801 ",6.4,2826,3084,,"6,496 ",Yes,No,Yes,Yes,No,No,No,,,,,23.4,48%,4.6,49%,0.201,"11,829",,3415.2,3437.0,21.8,3382.1,3403.9,3318.3,835309.5,2520896.4,,,,,,,,,5303,,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5303,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5303,#DIV/0!,
42-W_South,Raag-76,9,1,08/Apr/2021,Basalt,2,28,25.0,N/A,0.85,"200,392",0,,"186,012 ","16,042 ","202,054 ",6.3,2511,2703,,,Yes,No,No,No,No,No,No,,,,,14.5,30%,2.3,25%,0.163,"13,964",,3458.0,3466.0,8.0,3424.9,3432.9,3361.1,835309.4,2520896.4,,,,,,,,,5320,,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5320,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5320,#DIV/0!,
42-W_South,Raag-77,9,1,05/May/2021,Basalt,2,20,20.5,0.83,0.89,"150,000",0,,"150,854 ",0 ,"150,854 ",5.1,2370,2514,,"3,591 ",Yes,No,Yes,Yes,No,No,No,,,,,13.9,100%,-,#VALUE!,-,"10,876",,3382.0,3404.8,22.8,3374.6,3397.4,3310.8,835565.5,2521119.8,,,,,,,,,5300,,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5300,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5300,#DIV/0!,
42-W_South,Raag-78,9,4,14/May/2021,Fatehgarh,2,26,25.3,0.74,0.85,"121,000",0,,"124,359 ",0 ,"124,359 ",5.1,1778,1896,,,Yes,No,Yes,Yes,No,No,No,,,,,7.3,17%,1.0,17%,0.136,"17,012",,3400.0,3407.0,7.0,3294.6,3301.6,3230.8,835799.6,2521542.2,,,,,,,,,5268,,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5268,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5268,#DIV/0!,
42-W_South,Raag-78,9,3,13/May/2021,Fatehgarh,3,28,25.1,0.71,0.80,"224,000",0,,"183,189 ","43,117 ","226,306 ",6.2,2416,2629,,"3,834 ",Yes,No,Yes,Yes,No,No,No,,,,,19.2,45%,2.7,44%,0.142,"11,768",,3429.8,3453.2,23.4,3324.4,3347.8,3260.6,835799.5,2521541.9,,,,,,,,,5280,,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5280,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5280,#DIV/0!,
