Well ,mTVDSS,Northing,Easting,ANGLE_FAIL.DEG                  :  Fail Angle,BRIT_IND.                     :  Brittleness Index,BRIT_PR.                     :  Brittleness Index from Poisson's Ratio,BRIT_YM.                     :  Brittleness Index from Young's Modulus,CS   .M/MIN                 :  Compressive Strength,DTCO .US/F                 :  Compressional slowness,DTSM .US/F                 :  Fast Shear Slowness,IP   .RAYL/M2                 :  P Impedence,IS   .RAYL/M2                 :  S Impedance,KBULK.                     :  Bulk Mudulus,LAMBDA.                     :  Lambda,LAMRHO.                     :  ,MU   .CP                   :  Mu,PR   .                     :  Poisson's ratio,PRESS_OB.PSI                  :  Over-burden Pressure,PRESS_SHMAX.PSI                  :  Horizontal Stress (Max),PRESS_SHMIN.PSI                  :  Horizontal Stress (Min),PR_STAT.                     :  Poisson's ratio (Static),PZS  .PSI                  :  Processed Zone Stress,SHMAX_GRAD.                     :  Horizontal Stress Gradient (Max),SHMIN_GRAD.                     :  Horizontal Stress Gradient (Min),STRESS_CUM.PSI                  :  Cumulative stress (SHPZ),UCS_BF.PSI                  :  Uniaxial Compressive Strength (BF),UCS_LAL.PSI                  :  Uniaxial Compressive Strength (lal),VP   .FT/S                 :  Compressional velocity,VPVS .                     :  Vp / Vs ratio,VS   .FT/S                 :  Shear velocity,YM   .                     :  Youngs' Modulus,YM_STAT.                     :  Youngs' Modulus (Static),Difference[PP-PWELL]
94,3330.454672,837932.4768,2516696.52,38.773,55.745,39.116,72.374,1165.023,0,0,12367.356,6807.54,21.203,21.203,60.266,16.304,0.283,11718.474,11931.949,7448.957,0.254,3073.686,2.516,1.571,14245.285,2611.973,4860.282,14275.087,1.817,7857.638,6.066,3.828,-52.510203
94,3336.11046,837931.5581,2516696.771,43.469,74.962,39.505,110.419,1374.859,0,0,14274.339,7871.905,30.25,30.25,79.823,23.483,0.281,11740.996,11955.634,7448.243,0.253,2883.344,2.517,1.568,13863.173,4019.395,6395.347,17747.496,1.813,9787.255,8.729,6.19,-59.065957
94,3341.764164,837930.6288,2516696.981,45.733,82.603,24.106,141.099,1487.953,0,0,18229.896,9229.168,53.706,53.706,161.974,28.242,0.328,11762.935,11952.294,7975.775,0.295,3079.288,2.512,1.676,15310.125,5334.8,7316.439,19831.059,1.975,10039.781,10.877,8.397,-65.673781
94,3347.415488,837929.6564,2516697.022,42.913,82.778,45.891,119.665,1348.397,0,0,15088.496,8564.52,28.264,28.264,80.961,25.607,0.262,11785.474,12011.379,7267.357,0.236,2736.013,2.52,1.525,13206.739,4398.854,6189.377,17281.578,1.762,9809.355,9.377,6.826,-72.276699
94,3353.063537,837928.6844,2516697.064,42.018,76.059,42.828,109.289,1306.769,0,0,14809.821,8294.079,27.87,27.87,81.747,23.453,0.272,11807.419,12029.383,7368.143,0.244,2849.557,2.52,1.543,13635.4,3974.041,5872.637,16565.096,1.786,9277.101,8.65,6.114,-78.930688
94,3358.709801,837927.7128,2516697.105,42.644,66.163,32.588,99.739,1335.722,0,0,14336.019,7632.171,32.292,32.292,89.021,21.13,0.302,11829.959,12036.106,7707.01,0.272,2581.369,2.517,1.612,13776.758,3599.288,6091.996,17061.297,1.878,9083.049,7.982,5.485,-85.582234
94,3364.353683,837926.7416,2516697.147,41.906,93.703,72.481,114.925,1301.599,0,0,13519.086,8424.645,15.163,15.163,40.816,26.367,0.183,11852.499,12117.877,6544.94,0.164,2966.516,2.53,1.366,12222.912,4202.499,5833.923,16477.521,1.605,10268.242,9.045,6.497,-92.256875
94,3369.945776,837925.7793,2516697.188,41.566,79.468,59.457,99.479,1286.153,0,0,12711.983,7602.081,17.892,17.892,46.011,22.473,0.222,11874.443,12123.271,6897.917,0.199,2482.831,2.527,1.438,11961.497,3589.324,5719.064,16217.701,1.672,9698.587,7.963,5.468,-98.916668
94,3375.539952,837924.8167,2516697.23,42.345,74.743,47.432,102.053,1321.828,0,0,13337.404,7620.03,23.741,23.741,61.757,22.322,0.258,11896.388,12128.399,7256.147,0.232,1683.13,2.524,1.51,11078.553,3688.676,5986.193,16821.963,1.75,9610.856,8.144,5.635,-105.604902
94,3381.238898,837923.8086,2516697.201,43.564,70.158,30.808,109.508,1379.444,0,0,15128.156,7974.99,36.518,36.518,101.66,22.846,0.308,11918.925,12124.646,7804.504,0.277,2658.343,2.518,1.621,14125.694,3982.8,6431.406,17829.063,1.897,9398.806,8.665,6.128,-112.438715
94,3387.0444,837922.7557,2516697.105,42.884,77.973,43.297,112.649,1347.007,0,0,14557.139,8169.722,28.337,28.337,78.422,24.117,0.27,11942.059,12169.112,7400.974,0.243,3079.288,2.523,1.535,14160.523,4109.604,6178.658,17257.332,1.782,9685.118,8.886,6.341,-119.421523
94,3392.958541,837921.6831,2516697.007,41.042,62.662,43.871,81.453,1262.658,0,0,11926.365,6710.402,21.107,21.107,52.179,18.215,0.268,11965.199,12194.049,7388.204,0.242,2173.342,2.524,1.529,12323.091,2925.337,5546.677,15827.754,1.777,8905.528,6.702,4.354,-126.580816
94,3398.983703,837920.5903,2516696.907,42.653,59.371,27.657,91.086,1336.16,0,0,13852.201,7169.806,33.453,33.453,89.071,19.307,0.317,11988.938,12191.262,7942.461,0.285,3079.287,2.519,1.641,15243.497,3273.253,6095.346,17068.875,1.932,8834.734,7.376,4.938,-133.899941
94,3405.122265,837919.477,2516696.805,44.71,71.662,25.976,117.348,1435.772,0,0,15932.681,8162.401,43.492,43.492,120.601,24.027,0.322,12013.276,12213.154,8015.716,0.29,2873.041,2.519,1.653,14977.515,4302.396,6883.208,18851.065,1.952,9657.506,9.214,6.665,-141.381387
94,3411.375123,837918.3371,2516696.694,43.747,92.263,61.428,123.098,1388.281,0,0,13722.636,8261.857,20.693,20.693,51.794,27.27,0.216,12038.215,12295.664,6889.236,0.194,1690.052,2.531,1.418,10358.576,4543.48,6501.202,17986.945,1.661,10829.229,9.617,7.069,-149.032059
94,3417.746442,837917.1729,2516696.578,44.323,72.793,35.367,110.22,1416.501,0,0,14110.523,7623.406,33.113,33.113,82.874,23.221,0.294,12063.76,12281.685,7705.265,0.265,2480.52,2.524,1.583,13571.569,4011.414,6726.786,18497.231,1.851,9993.385,8.715,6.176,-156.856887
94,3424.237115,837915.987,2516696.459,44.549,94.274,57.35,131.198,1427.726,0,0,14233.038,8448.879,23.956,23.956,59.812,28.59,0.228,12089.315,12342.715,7021.31,0.205,2809.3,2.532,1.44,12861.219,4892.715,6817.664,18702.799,1.685,11102.175,10.184,7.655,-164.880266
94,3430.849821,837914.7788,2516696.338,41.758,69.777,49.694,89.859,1294.873,0,0,12113.787,6985.313,20.239,20.239,49.155,20.091,0.251,12115.477,12358.447,7256.063,0.226,1545.087,2.53,1.485,10802.3,3228.07,5783.758,16364.044,1.734,9436.189,7.29,4.862,-173.087172
94,3444.452643,837912.2925,2516696.095,44.811,93.969,51.453,136.484,1440.821,0,0,15001.725,8711.169,28.207,28.207,73.283,29.209,0.246,12169.619,12416.978,7222.431,0.221,2947.791,2.532,1.473,13540.444,5126.648,6924.505,18944.481,1.722,11000.641,10.554,8.048,-190.076633
94,3451.447819,837911.0074,2516696.012,41.891,81.702,59.731,103.674,1300.938,0,0,12965.908,7761.261,18.441,18.441,47.64,23.317,0.221,12197.007,12457.921,6978.716,0.199,2883.723,2.535,1.42,12924.878,3751.823,5828.982,16466.346,1.671,9856.587,8.257,5.741,-198.886535
94,3458.575445,837909.6981,2516695.927,41.892,69.914,47.667,92.161,1300.977,0,0,12449.076,7119.459,21.613,21.613,53.606,20.436,0.257,12225.596,12469.145,7354.606,0.231,839.39,2.532,1.494,9587.993,3313.075,5829.275,16467.006,1.749,9417.26,7.451,5.005,-207.889102
101,2645.61288,837887.0861,2517306.6,30.341,14.448,14.287,14.609,848.942,100.209,212.572,7600.943,3583.164,12.844,12.844,32.096,5.138,0.357,9082.263,9192.224,6883.056,0.321,3077.593,2.44,1.827,13121.299,948.508,2961.166,9979.174,2.121,4704.286,2.023,1.037,3380.341179
101,2650.746009,837887.0733,2517306.617,31.535,18.961,18.53,19.392,890.024,95.456,195.942,7976.937,3886.081,13.381,13.381,33.428,6.045,0.344,9101.229,9216.709,6791.636,0.31,2898.242,2.442,1.8,12579.757,1064.571,3180.805,10476.009,2.053,5103.541,2.357,1.232,3383.602455
101,2655.879436,837887.0655,2517306.63,31.167,14.043,12.398,15.687,877.23,96.905,208.84,7836.944,3636.47,14.035,14.035,34.97,5.307,0.363,9120.776,9229.192,6952.456,0.327,3048.674,2.441,1.839,13202.258,974.334,3111.551,10319.353,2.155,4788.348,2.098,1.08,3386.959365
101,2660.646168,837887.0631,2517306.638,38.414,37.247,24.355,50.138,1150.125,71.186,140.384,10641.756,5396.212,22.133,22.133,55.009,11.716,0.327,9138.606,9261.636,6678.019,0.294,2750.68,2.445,1.763,12057.397,1904.053,4759.763,14047.707,1.972,7123.298,4.51,2.64,3389.98893
101,2663.74313,837887.0615,2517306.643,32.472,24.492,24.238,24.745,922.995,91.846,181.264,8328.753,4220.163,13.447,13.447,33.749,7.096,0.327,9150.686,9273.948,6685.457,0.295,2821.58,2.445,1.763,12214.074,1199.105,3362.843,10887.79,1.974,5516.822,2.732,1.457,3444.216203
101,2665.046504,837887.0609,2517306.645,32.241,27.161,28.582,25.74,914.794,92.728,178.169,8254.461,4296.016,12.434,12.434,31.225,7.349,0.314,9155.289,9283.57,6589.66,0.283,2801.596,2.447,1.737,11982.512,1224.648,3317.081,10784.275,1.921,5612.652,2.802,1.5,3453.209656
101,2667.890173,837887.0595,2517306.65,33.207,24.233,22.488,25.979,949.338,89.085,177.852,8494.449,4254.816,14.48,14.48,35.949,7.292,0.333,9166.224,9287.811,6734.447,0.299,2769.608,2.445,1.773,12208.109,1230.812,3512.007,11225.21,1.996,5622.637,2.819,1.51,3461.288267
101,2672.763758,837887.0571,2517306.658,30.696,16.269,16.44,16.098,861.027,98.78,205.988,7650.251,3668.643,12.749,12.749,31.608,5.428,0.351,9184.643,9299.425,6888.995,0.316,2968.306,2.444,1.81,12914.601,984.233,3024.954,10123.466,2.085,4854.662,2.127,1.097,3468.695134
101,2677.634367,837887.0547,2517306.666,28.929,10.551,10.686,10.416,801.617,106.057,232.025,7257.069,3317.148,12.141,12.141,30.658,4.358,0.368,9203.067,9311.004,7044.332,0.331,2653.418,2.442,1.848,12595.499,849.999,2717.912,9428.918,2.188,4309.882,1.729,0.871,3470.790643
101,2682.503191,837887.0529,2517306.672,32.237,22.068,21.304,22.832,914.667,92.741,186.648,8262.201,4105.316,13.746,13.746,34.557,6.704,0.336,9221.498,9342.967,6792.123,0.302,2745.287,2.446,1.778,12274.821,1150.47,3316.377,10782.683,2.013,5357.69,2.598,1.376,3471.8006
101,2687.369931,837887.0517,2517306.675,35.421,41.564,39.933,43.195,1031.54,81.124,146.806,9443.95,5218.691,13.813,13.813,34.719,10.835,0.28,9239.936,9382.541,6387.84,0.252,3009.985,2.452,1.669,11995.648,1700.34,3998.963,12326.733,1.81,6811.706,4.024,2.298,3474.85208
101,2692.234587,837887.0506,2517306.678,34.437,43.336,45.398,41.275,994.456,84.598,149.355,9177.835,5198.507,11.849,11.849,30.184,10.609,0.264,9258.379,9407.078,6284.381,0.237,2862.445,2.454,1.639,11493.651,1645.453,3775.232,11820.638,1.766,6695.444,3.889,2.206,3477.882561
101,2697.097457,837887.0494,2517306.68,35.806,51.981,57.433,46.53,1046.279,79.795,134.384,8875.818,5270.336,9.996,9.996,23.227,11.954,0.228,9276.829,9437.656,6060.281,0.205,698.625,2.458,1.578,6717.812,1797.143,4089.75,12532.098,1.684,7441.384,4.257,2.461,3480.895285
101,2701.411774,837887.0484,2517306.683,28.258,10.851,12.276,9.425,779.59,108.923,234.987,6981.282,3236.027,11.141,11.141,27.795,4.197,0.363,9292.978,9404.825,7056.01,0.327,2808.016,2.445,1.835,12928.053,827.159,2608.216,9180.78,2.157,4255.558,1.66,0.833,3281.06955
101,2703.565212,837887.0479,2517306.684,32.373,23.567,22.42,24.714,919.483,92.222,184.199,8523.572,4267.473,14.048,14.048,36.229,7.061,0.333,9301.053,9425.682,6808.477,0.299,2769.166,2.449,1.769,12355.287,1198.294,3343.209,10843.376,1.997,5428.923,2.73,1.456,3292.158434
101,2704.11198,837887.0477,2517306.685,30.493,17.929,18.621,17.236,854.109,99.595,204.302,7781.306,3793.298,12.495,12.495,31.77,5.659,0.344,9303.36,9423.44,6901.767,0.31,2988.626,2.447,1.793,12980.786,1011.785,2988.354,10040.675,2.051,4894.715,2.207,1.143,3294.960367
101,2704.423313,837887.0477,2517306.685,29.072,18.013,21.39,14.636,806.341,105.454,212.107,7312.962,3635.819,10.688,10.688,27.041,5.225,0.336,9304.515,9428.014,6834.539,0.302,2852.785,2.448,1.775,12574.648,949.165,2741.727,9482.789,2.011,4714.602,2.025,1.038,3295.438471
101,2706.875881,837887.0471,2517306.686,32.654,22.938,21.375,24.501,929.497,91.155,183.365,8479.069,4215.114,14.339,14.339,36.36,7.007,0.336,9313.746,9437.408,6840.497,0.302,3045.259,2.449,1.775,12971.512,1192.865,3399.351,10970.373,2.012,5453.591,2.715,1.447,3299.894844
101,2711.710178,837887.0482,2517306.682,38.424,31.082,15.632,46.532,1150.56,71.153,149.315,11150.325,5313.426,26.072,26.072,67.865,10.846,0.353,9331.637,9448.496,6994.435,0.318,2889.725,2.447,1.812,12968.321,1797.215,4762.678,14054.3,2.099,6697.247,4.257,2.461,3309.01086
101,2715.87746,837887.0499,2517306.676,32.427,23.361,23.081,23.64,921.381,92.019,182.983,8210.236,4128.759,13.441,13.441,33.315,6.877,0.331,9347.8,9474.317,6817.464,0.298,2224.753,2.45,1.763,11284.435,1170.927,3353.815,10867.368,1.988,5464.977,2.655,1.41,3311.524238
101,2718.225853,837887.0508,2517306.673,38.984,39.818,23.83,55.806,1173.82,69.394,137.316,11349.98,5735.8,24.389,24.389,63.023,12.732,0.329,9356.461,9483.973,6806.226,0.296,2658.932,2.45,1.759,12130.315,2076.455,4920.158,14410.53,1.979,7282.473,4.906,2.929,3312.8491
101,2719.421778,837887.0513,2517306.672,34.012,26.728,22.565,30.89,978.741,86.127,171.858,9206.113,4613.677,16.215,16.215,42.181,8.183,0.332,9361.081,9487.263,6837.445,0.299,2996.577,2.45,1.766,12868.044,1359.581,3682.432,11610.721,1.995,5818.754,3.162,1.726,3313.561601
101,2720.487335,837887.0517,2517306.67,33.281,27.483,25.206,29.76,952.022,88.81,174.191,8996.177,4586.619,14.824,14.824,38.857,8.026,0.324,9365.123,9494.572,6776.141,0.292,2853.403,2.451,1.749,12459.088,1329.586,3527.396,11260.019,1.961,5740.818,3.083,1.676,3255.872574
101,2721.38532,837887.052,2517306.669,36.358,40.199,33.561,46.836,1067.685,77.914,145.587,10131.713,5422.217,16.931,16.931,43.851,11.352,0.299,9368.589,9507.69,6586.574,0.269,2551.588,2.454,1.7,11476.325,1806.145,4223.499,12834.647,1.869,6868.754,4.279,2.476,3256.400231
101,2722.13002,837887.0523,2517306.668,39.286,34.829,16.664,52.993,1186.52,68.457,142.508,11705.055,5622.822,28.063,28.063,73.776,12.026,0.35,9371.478,9490.498,6991.073,0.315,2476.742,2.449,1.804,12135.63,1990.205,5007.28,14607.603,2.082,7017.135,4.71,2.785,3256.839617
101,2722.73066,837887.0526,2517306.667,31.777,21.897,21.754,22.04,898.454,94.516,189.634,8198.113,4086.057,13.303,13.303,33.817,6.567,0.335,9373.788,9499.307,6863.412,0.301,2504.037,2.45,1.77,11934.898,1130.5,3226.859,10580.186,2.006,5273.316,2.543,1.342,3257.190023
101,2723.453037,837887.0528,2517306.666,30.535,21.028,22.806,19.25,855.52,99.428,198.079,7868.346,3949.601,11.966,11.966,30.712,6.078,0.332,9376.099,9502.959,6838.882,0.298,2709.185,2.451,1.764,12296.135,1061.073,2995.8,10057.519,1.992,5048.48,2.348,1.226,3257.523338
101,2724.340009,837887.0532,2517306.665,34.483,30.211,25.746,34.675,996.2,84.43,165.04,9454.19,4836.513,16.266,16.266,42.598,8.932,0.323,9379.565,9509.986,6771.141,0.29,2986.235,2.452,1.746,12714.753,1461.644,3785.605,11844.103,1.955,6059.13,3.427,1.898,3258.049582
101,2727.494714,837887.0544,2517306.661,31.243,22.288,23.332,21.244,879.857,96.605,191.787,8052.747,4056.271,12.514,12.514,31.94,6.447,0.33,9391.697,9519.557,6834.52,0.297,2820.965,2.451,1.76,12510.971,1110.554,3125.713,10351.388,1.985,5214.126,2.487,1.309,3259.88049
101,2732.601353,837887.0565,2517306.654,37.321,47.832,40.071,55.593,1105.741,74.71,135.11,10562.734,5840.722,16.741,16.741,43.343,13.176,0.28,9411.348,9558.674,6464.811,0.252,1869.649,2.457,1.662,9868.921,2069.884,4466.86,13385.143,1.808,7401.387,4.891,2.918,3262.826618
101,2737.479105,837887.0588,2517306.647,37.722,59.536,54.826,64.246,1121.89,73.402,124.794,10676.99,6280.017,13.659,13.659,35.121,15.338,0.236,9429.846,9592.731,6172.132,0.212,2474.842,2.461,1.583,10493.949,2343.382,4572.295,13623.645,1.7,8013.187,5.497,3.377,3265.566606
101,2742.550623,837887.0621,2517306.641,34.605,46.264,49.775,42.752,1000.715,83.998,145.621,9115.222,5257.938,11.065,11.065,27.796,11.005,0.251,9448.931,9607.452,6278.503,0.226,1770.88,2.46,1.608,9298.766,1687.628,3812.521,11904.989,1.734,6867.16,3.993,2.277,3268.366885
101,2747.740899,837887.0655,2517306.634,42.445,60.878,28.726,93.03,1326.464,59.166,113.587,14101.992,7345.584,33.225,33.225,90.951,19.711,0.314,9468.6,9604.506,6750.486,0.282,2562.239,2.455,1.726,11825.449,3345.387,6021.385,16901.57,1.92,8803.855,7.512,5.059,3271.234317
101,2752.929688,837887.0689,2517306.627,39.3,62.064,47.706,76.422,1187.119,68.414,119.609,11948.309,6834.167,18.402,18.402,49.35,17.416,0.257,9488.276,9645.709,6339.619,0.231,2639.741,2.461,1.617,11158.72,2749.943,5011.414,14616.955,1.748,8360.575,6.349,4.059,3274.078506
101,2758.121155,837887.0723,2517306.621,35.49,33.056,26.815,39.296,1034.162,80.886,157.071,9805.746,5049.602,17.353,17.353,45.156,9.799,0.32,9507.959,9642.766,6811.813,0.288,2324.654,2.455,1.735,11472.933,1589.554,4015.038,12363.094,1.942,6366.543,3.751,2.112,3276.899084
101,2763.314705,837887.0756,2517306.614,44.114,72.056,27.351,116.761,1406.198,54.615,105.713,16107.899,8321.999,41.906,41.906,120.953,23.995,0.318,9527.648,9663.27,6815.227,0.286,2950.553,2.456,1.732,12731.561,4278.13,6643.952,18309.856,1.936,9459.619,9.173,6.624,3279.69693
101,2767.028083,837887.0752,2517306.608,46.966,91.991,26.395,157.587,1553.469,47.378,92.239,18501.049,9502.849,56.221,56.221,161.68,31.402,0.321,9541.552,9676.142,6849.743,0.289,3076.143,2.456,1.739,13051.771,6108.249,7880.49,21106.977,1.947,10841.353,12.031,9.695,2239.633205
101,2768.317169,837887.0751,2517306.605,44.75,90.071,40.655,139.487,1437.769,52.944,95.484,16404.197,9095.763,36.37,36.37,103.632,29.035,0.278,9546.766,9698.068,6520.7,0.25,3011.452,2.461,1.654,12264.305,5261.678,6899.531,18887.988,1.804,10472.97,10.764,8.274,2240.262598
101,2771.722191,837887.0747,2517306.6,44.724,86.57,38.582,134.559,1436.48,53.011,96.554,16137.423,8859.837,36.85,36.85,103.423,27.968,0.284,9559.515,9708.897,6571.851,0.256,2590.297,2.46,1.665,11524.296,5040.891,6888.993,18864.152,1.821,10356.877,10.419,7.904,2241.733244
101,2776.561548,837887.0741,2517306.591,44.016,70.348,28.937,111.759,1401.389,54.876,105.221,15331.679,7995.98,38.832,38.832,107.189,23.162,0.313,9578.063,9716.873,6801.848,0.282,2588.481,2.458,1.721,11980.659,4073.493,6605.469,18222.803,1.917,9503.797,8.823,6.28,1460.119188
101,2781.477398,837887.0736,2517306.583,39.834,68.524,53.746,83.301,1209.883,66.778,113.992,12136.506,7109.715,17.375,17.375,46.199,19.01,0.239,9596.617,9763.372,6261.519,0.215,1449.641,2.465,1.581,8622.319,2990.857,5169.683,14974.969,1.707,8772.522,6.831,4.464,1458.782691
101,2786.397118,837887.073,2517306.574,41.383,81.97,58.607,105.333,1277.924,62.188,104.297,13532.089,8068.592,19.165,19.165,52.913,23.58,0.224,9615.757,9787.839,6174.116,0.202,2075.226,2.467,1.556,9698.683,3816.928,5658.367,16080.402,1.677,9588.04,8.373,5.85,1458.923971
101,2791.320708,837887.0728,2517306.569,41.879,65.72,34.301,97.138,1300.406,60.763,113.095,14316.08,7691.69,30.353,30.353,86.626,20.73,0.297,9634.324,9781.002,6700.77,0.267,2600.934,2.461,1.686,11803.408,3499.966,5825.009,16457.356,1.861,8842.147,7.8,5.318,1459.370008
101,2796.248464,837887.0735,2517306.577,42.744,75.178,38.511,111.846,1340.428,58.333,106.286,15055.941,8263.211,31.276,31.276,90.12,23.697,0.284,9652.897,9804.85,6613.844,0.256,2848.31,2.463,1.661,12124.31,4077.023,6128.056,17142.865,1.822,9408.586,8.829,6.286,1462.793336
101,2801.18009,837887.0743,2517306.585,36.18,37.532,30.203,44.861,1060.746,78.517,149.455,10173.83,5344.918,17.693,17.693,46.37,10.9,0.309,9672.057,9815.051,6812.189,0.278,1561.349,2.461,1.708,9947.074,1748.454,4179.896,12736.014,1.903,6690.986,4.14,2.379,1464.578135
101,2806.116478,837887.075,2517306.592,30.152,35.821,48.099,23.544,842.521,100.978,176.255,7337.954,4203.976,7.609,7.609,18.499,7.27,0.256,9690.641,9854.528,6412.897,0.23,562.913,2.466,1.605,7151.619,1168.488,2927.552,9903.137,1.746,5673.591,2.648,1.406,1466.241981
101,2811.057033,837887.0758,2517306.6,42.441,64.8,31.667,97.934,1326.291,59.176,111.718,14359.16,7605.959,32.457,32.457,90.484,20.751,0.305,9709.232,9854.745,6798.991,0.275,2905.499,2.462,1.699,12608.98,3530.222,6020.072,16898.6,1.888,8951.085,7.855,5.369,1467.885117
101,2816.000564,837887.0766,2517306.607,40.527,62.358,39.925,84.791,1239.924,64.698,117.084,12982.69,7173.898,23.812,23.812,65.621,18.675,0.28,9728.411,9884.164,6613.334,0.252,2634.354,2.465,1.649,11695.375,3044.085,5382.545,15456.476,1.81,8540.848,6.935,4.553,1469.601301
101,2820.948858,837887.0783,2517306.621,40.514,51.06,27.967,74.153,1239.341,64.737,124.842,12808.33,6641.819,27.873,27.873,75.826,16.216,0.316,9747.014,9889.058,6906.143,0.284,2513.001,2.462,1.72,12038.287,2672.266,5378.376,15447.047,1.928,8010.138,6.191,3.929,1471.198775
101,2825.901616,837887.0804,2517306.637,40.255,46.867,25.61,68.125,1228.032,65.511,128.167,12364.631,6320.016,27.469,27.469,72.999,15.03,0.323,9766.205,9905.781,6974.678,0.291,2464.638,2.462,1.734,12078.632,2470.162,5297.736,15264.635,1.956,7802.315,5.769,3.59,2162.722104
101,2830.858542,837887.0824,2517306.652,36.476,35.23,25.114,45.345,1072.272,77.519,152.133,10640.976,5422.038,20.114,20.114,54.433,10.863,0.325,9784.819,9924.307,6995.085,0.292,2725.435,2.462,1.736,12641.04,1762.535,4252.455,12900.147,1.962,6573.183,4.174,2.403,2162.766639
101,2835.819634,837887.0845,2517306.668,36.926,54.548,53.296,55.8,1089.986,76.015,129.981,9945.039,5816.01,12.6,12.6,31.252,13.638,0.24,9804.024,9976.696,6350.591,0.216,968.652,2.471,1.573,7838.487,2076.289,4365.244,13155.281,1.71,7693.409,4.906,2.929,2164.686688
101,2840.784893,837887.0865,2517306.683,40.326,39.258,17.869,60.646,1231.14,65.297,134.693,12242.248,5934.849,30.285,30.285,79.428,13.43,0.346,9822.652,9953.397,7207.736,0.312,1364.96,2.461,1.782,10345.393,2228.028,5319.832,15314.616,2.063,7424.285,5.245,3.184,2166.492004
101,2845.754319,837887.0876,2517306.699,39.627,53.282,36.597,69.967,1200.988,67.411,123.995,11791.545,6410.606,21.799,21.799,56.849,15.758,0.29,9841.869,9996.93,6740.664,0.261,1775.904,2.467,1.664,10233.135,2531.253,5107.529,14834.374,1.839,8064.874,5.898,3.693,2168.367123
101,2850.727913,837887.0822,2517306.713,41.809,70.564,43.118,98.01,1297.193,60.964,108.715,13564.867,7606.743,25.166,25.166,68.281,21.327,0.271,9861.092,10024.165,6599.625,0.244,3064.412,2.47,1.626,12528.073,3533.112,5801.034,16403.123,1.783,9198.346,7.861,5.374,1881.03594
101,2855.705673,837887.0769,2517306.726,40.02,31.109,11.024,51.194,1217.887,66.215,144.425,11947.015,5477.404,31.875,31.875,82.727,11.56,0.367,9879.739,10002.137,7431.804,0.33,1808.754,2.46,1.828,11681.114,1935.745,5225.95,15102.249,2.181,6923.999,4.584,2.693,1894.488484
101,2860.687898,837887.0715,2517306.739,-999.25,74.056,117.838,30.273,-999.25,-999.25,152.22,-999.25,5131.49,-999.25,-999.25,-999.25,10.275,0.046,9898.975,10130.945,5259.556,0.042,1042.565,2.487,1.291,5804.242,1343.17,-999.25,-999.25,1.45,6569.456,3.119,1.699,1896.172406
101,2865.674587,837887.0661,2517306.753,41.895,52.987,25.936,80.038,1301.104,60.72,118.551,13073.105,6695.8,31.194,31.194,81.239,17.215,0.322,9918.218,10061.955,7043.463,0.29,1509.245,2.466,1.726,10305.416,2875.552,5830.221,16469.146,1.952,8435.189,6.603,4.27,1549.86516
101,2870.665741,837887.0608,2517306.766,41.22,65.727,41.704,89.749,1270.615,62.66,112.459,13040.019,7265.652,24.047,24.047,64.463,19.692,0.275,9936.882,10100.525,6663.998,0.247,2557.318,2.471,1.631,11642.634,3224.02,5604.74,15959.095,1.795,8892.106,7.282,4.855,1551.265227
101,2874.783912,837887.0564,2517306.777,40.849,50.529,26.123,74.935,1254.119,63.745,124.313,12957.484,6644.263,29.375,29.375,79.604,16.291,0.322,9952.635,10097.503,7055.287,0.289,1713.525,2.467,1.724,10737.623,2698.946,5484.721,15687.603,1.95,8044.198,6.245,3.974,1552.459326
101,2878.422582,837887.0516,2517306.794,37.666,46.792,37.593,55.992,1119.59,73.586,134.682,10655.096,5821.633,17.784,17.784,45.748,13.175,0.287,9966.642,10126.377,6771.95,0.258,1462.544,2.471,1.652,9668.986,2082.206,4557.204,13589.505,1.83,7424.908,4.919,2.939,1553.514027
101,2882.417827,837887.0462,2517306.814,38.343,43.06,29.568,56.552,1147.194,71.412,136.426,11146.989,5834.877,21.505,21.505,56.164,13.036,0.311,9982.403,10132.573,6979.022,0.28,1538.126,2.469,1.7,10234.296,2099.558,4740.118,14003.267,1.91,7329.992,4.959,2.968,1554.716527
101,2886.333304,837887.0411,2517306.832,41.557,60.791,33.623,87.96,1285.747,61.687,115.227,13411.574,7179.895,28.283,28.283,76.769,18.992,0.299,9997.001,10152.568,6885.644,0.269,2539.855,2.47,1.675,12050.998,3158.598,5716.055,16210.897,1.868,8678.515,7.157,4.745,1555.752709
101,2891.015506,837887.0349,2517306.855,39.568,50.231,32.373,68.089,1198.472,67.591,127.111,11965.616,6362.748,23.444,23.444,62.207,15.257,0.303,10015.108,10169.669,6923.887,0.273,2046.568,2.471,1.682,11140.911,2468.971,5090.017,14794.76,1.881,7867.152,5.766,3.588,1496.733729
101,2896.288527,837887.0279,2517306.881,41.62,52.998,24.726,81.27,1288.635,61.503,121.001,13584.003,6904.562,32.535,32.535,89.179,17.392,0.326,10035.557,10180.625,7134.195,0.293,2146.97,2.469,1.73,11762.331,2918.894,5737.437,16259.265,1.967,8264.36,6.689,4.343,1498.178246
101,2901.347841,837887.0213,2517306.905,38.202,45.961,32.643,59.279,1141.431,71.859,134.937,11334.12,6035.827,20.808,20.808,55.6,13.634,0.302,10054.846,10210.845,6934.85,0.272,1473.573,2.472,1.679,10016.846,2184.814,4701.618,13916.179,1.878,7410.866,5.149,3.111,1499.490729
